order_item_id,order_id,product_id,quantity,unit_price_mrp,unit_cost
44762,112846,129,1,375.74,272.04
44767,112847,112,3,55.6,35.69
44772,112848,123,3,25.87,20.23
44773,112849,22,3,33.07,25.71
44778,112850,99,3,295.86,229.08
44779,112851,26,1,388.44,288.92
44780,112852,162,3,270.88,167.94
44785,112853,131,4,253.7,202.33
44786,112854,141,3,358.2,227.28
44792,112855,65,2,22.64,15.34
44796,112856,94,2,330.54,227.68
44798,112857,148,3,68.28,46.47
44803,112858,13,4,193.31,144.27
44807,112859,45,1,357.14,238.59
44812,112860,104,3,58.56,41.92
44818,112861,143,1,239.75,134.02
44821,112862,14,2,95.88,65.06
44822,112863,28,3,247.2,192.93
44828,112864,28,2,247.2,192.93
44829,112865,25,3,227.75,135.79
44832,112866,40,2,156.22,90.45
44833,112867,66,3,178.62,108.16
44834,112868,5,3,248.42,180.61
44839,112869,102,3,81.42,63.07
44842,112870,173,4,171.43,120.68
44848,112871,122,1,367.65,236.23
44853,112872,152,2,225.44,159.92
44857,112873,131,4,253.7,202.33
44863,112874,37,1,22.1,16.66
44864,112875,118,3,94.19,68.82
44866,112876,120,1,265.28,157.65
44871,112877,122,4,367.65,236.23
44874,112878,8,1,89.09,53.08
44878,112879,57,3,373.29,280.73
44879,112880,33,3,126.76,86.92
44885,112881,38,4,288.61,211.34
44891,112882,74,1,251.63,170.02
44896,112883,68,2,378.31,238.64
44899,112884,73,4,128.24,71.71
44900,112885,82,4,260.74,178.33
44905,112886,151,4,39.64,27.07
44906,112887,53,1,364.88,223.42
44911,112888,114,2,389.74,252.66
44917,112889,145,1,128.89,89.93
44923,112890,152,3,225.44,159.92
44926,112891,112,1,55.6,35.69
44927,112892,125,2,386.18,294.75
44930,112893,46,2,65.45,47.67
44932,112894,105,1,21.92,12.94
44936,112895,154,4,216.19,136.36
44939,112896,12,3,131.01,84.05
44944,112897,176,1,211.19,161.38
44949,112898,124,1,182.71,144.64
44954,112899,63,2,106.62,70.03
44958,112900,18,3,386.94,291.02
44963,112901,34,4,73.55,55.2
44968,112902,90,3,375.96,219.7
44972,112903,97,2,362.16,256.51
44976,112904,123,3,25.87,20.23
44981,112905,174,4,261.34,146.7
44986,112906,42,2,145.74,82.47
44987,112907,32,1,334.92,214.08
44989,112908,86,2,277.47,153.76
44993,112909,85,1,35.49,24.76
44995,112910,32,1,334.92,214.08
45000,112911,105,1,21.92,12.94
45006,112912,157,4,29.63,23.43
45009,112913,67,4,65.55,41.59
45012,112914,135,1,156.61,97.63
45014,112915,89,4,282.56,182.73
45017,112916,29,1,53.63,32.12
45018,112917,26,4,388.44,288.92
45024,112918,119,1,126.69,70.45
45026,112919,126,1,131.89,85.24
45028,112920,169,3,345.08,250.5
45033,112921,102,1,81.42,63.07
45038,112922,73,1,128.24,71.71
45039,112923,57,3,373.29,280.73
45045,112924,49,2,218.64,143.62
45050,112925,145,2,128.89,89.93
45055,112926,126,3,131.89,85.24
45060,112927,75,2,39.56,24.51
45061,112928,37,2,22.1,16.66
45066,112929,11,1,252.5,147.68
45070,112930,102,4,81.42,63.07
45074,112931,132,3,73.23,49.77
45077,112932,156,4,186.81,106.41
45081,112933,133,2,353.4,259.82
45083,112934,135,2,156.61,97.63
45085,112935,133,1,353.4,259.82
45089,112936,30,3,37.19,23.48
45091,112937,154,4,216.19,136.36
45094,112938,138,2,214.31,144.74
45097,112939,126,3,131.89,85.24
45102,112940,35,1,48.33,38.51
45104,112941,6,4,27.82,22.05
45105,112942,72,3,208.95,130.64
45111,112943,3,1,79.29,46.7
45116,112944,156,4,186.81,106.41
45121,112945,168,4,37.48,21
45126,112946,101,4,263.97,150.74
45127,112947,18,4,386.94,291.02
45128,112948,126,1,131.89,85.24
45129,112949,131,1,253.7,202.33
45131,112950,174,2,261.34,146.7
45133,112951,88,4,265.17,157.4
45138,112952,129,4,375.74,272.04
45140,112953,102,2,81.42,63.07
45146,112954,126,1,131.89,85.24
45151,112955,77,4,75.06,50.47
45157,112956,130,4,236.62,135.89
45158,112957,165,1,179.45,109.81
45159,112958,164,1,230.65,162.13
45164,112959,39,1,313.08,177.99
45167,112960,40,4,156.22,90.45
45169,112961,131,4,253.7,202.33
45170,112962,125,2,386.18,294.75
45172,112963,67,2,65.55,41.59
45177,112964,153,3,295.91,234.94
45181,112965,164,4,230.65,162.13
45186,112966,66,3,178.62,108.16
45189,112967,118,4,94.19,68.82
45195,112968,168,3,37.48,21
45199,112969,178,3,46.82,33.27
45203,112970,106,1,228.52,165.21
45209,112971,138,3,214.31,144.74
45212,112972,123,2,25.87,20.23
45215,112973,118,4,94.19,68.82
45216,112974,141,1,358.2,227.28
45220,112975,42,1,145.74,82.47
45226,112976,76,3,365.14,222.7
45230,112977,175,1,162.35,114.69
45232,112978,75,3,39.56,24.51
45236,112979,87,4,214.6,130.18
45241,112980,29,1,53.63,32.12
45244,112981,3,4,79.29,46.7
45250,112982,38,3,288.61,211.34
45252,112983,132,1,73.23,49.77
45254,112984,17,1,44.72,35.2
45260,112985,149,1,312.6,188.8
45265,112986,67,2,65.55,41.59
45271,112987,75,4,39.56,24.51
45275,112988,91,4,149.61,86.53
45278,112989,175,3,162.35,114.69
45282,112990,20,4,280.01,184.82
45283,112991,18,2,386.94,291.02
45288,112992,176,1,211.19,161.38
45292,112993,148,4,68.28,46.47
45297,112994,35,4,48.33,38.51
45302,112995,154,2,216.19,136.36
45304,112996,29,4,53.63,32.12
45306,112997,125,3,386.18,294.75
45309,112998,69,1,217.14,157.59
45312,112999,84,1,141.9,84.66
45318,113000,96,4,55.38,42.88
45324,113001,23,2,118.34,84.69
45330,113002,101,2,263.97,150.74
45331,113003,81,1,159.76,113.12
45335,113004,89,2,282.56,182.73
45341,113005,6,3,27.82,22.05
45344,113006,75,4,39.56,24.51
45350,113007,9,2,135.61,92.38
45355,113008,163,1,382.85,281.19
45358,113009,33,4,126.76,86.92
45361,113010,162,3,270.88,167.94
45364,113011,129,2,375.74,272.04
45370,113012,24,4,138.45,94.15
45376,113013,125,2,386.18,294.75
45379,113014,46,1,65.45,47.67
45380,113015,51,4,31.94,22.65
45383,113016,153,1,295.91,234.94
45384,113017,169,2,345.08,250.5
45387,113018,166,2,155.27,114.82
45388,113019,92,2,371.38,285.72
45390,113020,89,4,282.56,182.73
45391,113021,166,2,155.27,114.82
45394,113022,136,1,327.56,246.5
45397,113023,122,1,367.65,236.23
45400,113024,119,2,126.69,70.45
45404,113025,151,1,39.64,27.07
45405,113026,160,2,79.45,48.67
45410,113027,154,2,216.19,136.36
45413,113028,175,2,162.35,114.69
45415,113029,128,4,84.41,58.18
45418,113030,163,1,382.85,281.19
45420,113031,45,1,357.14,238.59
45425,113032,173,2,171.43,120.68
45427,113033,153,1,295.91,234.94
45430,113034,98,2,148.83,94.85
45431,113035,152,4,225.44,159.92
45435,113036,53,4,364.88,223.42
45440,113037,91,4,149.61,86.53
45446,113038,168,1,37.48,21
45450,113039,21,3,66.37,44.72
45451,113040,179,2,30.07,20.94
45455,113041,3,4,79.29,46.7
45460,113042,140,4,286.75,214.76
45466,113043,136,1,327.56,246.5
45467,113044,136,2,327.56,246.5
45473,113045,50,1,29.66,17.11
45476,113046,127,4,343.43,216.1
45478,113047,112,4,55.6,35.69
45481,113048,27,4,377.01,291.7
45487,113049,62,2,140.84,81.34
45490,113050,59,4,325.4,194.15
45491,113051,65,1,22.64,15.34
45495,113052,169,2,345.08,250.5
45499,113053,110,2,266.86,203.43
45505,113054,140,2,286.75,214.76
45509,113055,107,4,267.75,162.27
45511,113056,2,1,298.16,208.61
45516,113057,105,2,21.92,12.94
45518,113058,53,4,364.88,223.42
45521,113059,120,1,265.28,157.65
45525,113060,51,3,31.94,22.65
45526,113061,143,3,239.75,134.02
45530,113062,123,3,25.87,20.23
45531,113063,51,4,31.94,22.65
45534,113064,133,3,353.4,259.82
45535,113065,148,1,68.28,46.47
45536,113066,2,1,298.16,208.61
45541,113067,134,2,284.87,206.71
45547,113068,180,4,377.29,261.79
45553,113069,83,3,54.31,41.21
45554,113070,140,2,286.75,214.76
45556,113071,84,2,141.9,84.66
45557,113072,86,1,277.47,153.76
45562,113073,16,3,250.87,148.67
45563,113074,141,4,358.2,227.28
45566,113075,72,4,208.95,130.64
45571,113076,56,3,130.11,76.8
45574,113077,32,4,334.92,214.08
45576,113078,71,3,385.73,236.43
45582,113079,155,3,322.17,199.01
45588,113080,169,4,345.08,250.5
45590,113081,118,2,94.19,68.82
45594,113082,39,3,313.08,177.99
45600,113083,43,4,138.17,87.23
45602,113084,20,2,280.01,184.82
45608,113085,126,1,131.89,85.24
45614,113086,56,3,130.11,76.8
45620,113087,67,3,65.55,41.59
45625,113088,60,3,359.17,245.97
45626,113089,85,2,35.49,24.76
45627,113090,47,1,309.1,213.38
45631,113091,128,2,84.41,58.18
45633,113092,74,2,251.63,170.02
45636,113093,2,3,298.16,208.61
45641,113094,156,1,186.81,106.41
45643,113095,65,2,22.64,15.34
45647,113096,83,1,54.31,41.21
45652,113097,86,2,277.47,153.76
45655,113098,71,2,385.73,236.43
45659,113099,52,4,139.46,94.43
45661,113100,90,2,375.96,219.7
45666,113101,25,1,227.75,135.79
45672,113102,108,1,290.63,177.08
45676,113103,25,1,227.75,135.79
45680,113104,116,3,322.03,217.58
45686,113105,119,3,126.69,70.45
45692,113106,87,2,214.6,130.18
45697,113107,103,3,250.44,138.32
45700,113108,177,3,270.3,159.68
45702,113109,98,3,148.83,94.85
45706,113110,60,2,359.17,245.97
45707,113111,72,4,208.95,130.64
45709,113112,155,4,322.17,199.01
45710,113113,179,2,30.07,20.94
45715,113114,15,1,245.12,137.66
45716,113115,124,1,182.71,144.64
45721,113116,155,3,322.17,199.01
45723,113117,82,1,260.74,178.33
45728,113118,127,4,343.43,216.1
45734,113119,6,4,27.82,22.05
45740,113120,49,3,218.64,143.62
45741,113121,6,2,27.82,22.05
45746,113122,56,1,130.11,76.8
45751,113123,10,4,184.14,114.68
45754,113124,1,3,162.33,127.86
45760,113125,31,3,167.7,103.61
45764,113126,133,2,353.4,259.82
45770,113127,110,1,266.86,203.43
45774,113128,83,4,54.31,41.21
45775,113129,41,1,347.98,245.61
45776,113130,10,3,184.14,114.68
45777,113131,2,2,298.16,208.61
45780,113132,90,4,375.96,219.7
45786,113133,39,3,313.08,177.99
45791,113134,11,4,252.5,147.68
45796,113135,83,2,54.31,41.21
45800,113136,7,3,336.33,202.84
45802,113137,86,1,277.47,153.76
45807,113138,66,3,178.62,108.16
45809,113139,132,2,73.23,49.77
45810,113140,92,2,371.38,285.72
45812,113141,11,1,252.5,147.68
45818,113142,84,3,141.9,84.66
45823,113143,77,1,75.06,50.47
45828,113144,106,4,228.52,165.21
45830,113145,99,1,295.86,229.08
45832,113146,63,1,106.62,70.03
45837,113147,166,3,155.27,114.82
45841,113148,77,1,75.06,50.47
45842,113149,96,3,55.38,42.88
45845,113150,36,2,313.45,187.97
45847,113151,47,2,309.1,213.38
45850,113152,151,4,39.64,27.07
45851,113153,67,3,65.55,41.59
45852,113154,140,3,286.75,214.76
45855,113155,50,1,29.66,17.11
45858,113156,24,2,138.45,94.15
45859,113157,158,4,337.67,244.47
45860,113158,175,3,162.35,114.69
45862,113159,171,3,206.81,138.23
45867,113160,145,1,128.89,89.93
45873,113161,76,4,365.14,222.7
45877,113162,165,2,179.45,109.81
45883,113163,166,4,155.27,114.82
45884,113164,19,4,135.75,77.98
45886,113165,103,3,250.44,138.32
45887,113166,5,1,248.42,180.61
45891,113167,107,3,267.75,162.27
45897,113168,16,3,250.87,148.67
45898,113169,164,4,230.65,162.13
45902,113170,150,1,256.7,146.66
45905,113171,108,4,290.63,177.08
45906,113172,37,4,22.1,16.66
45908,113173,42,3,145.74,82.47
45913,113174,170,2,200.19,115
45919,113175,81,4,159.76,113.12
45920,113176,156,3,186.81,106.41
45926,113177,55,3,106.94,60.88
45929,113178,107,3,267.75,162.27
45931,113179,178,2,46.82,33.27
45935,113180,74,4,251.63,170.02
45941,113181,44,2,297.25,210.87
45945,113182,172,2,85.82,56.51
45948,113183,99,2,295.86,229.08
45951,113184,48,2,312.97,210.77
45955,113185,33,3,126.76,86.92
45961,113186,99,4,295.86,229.08
45967,113187,104,1,58.56,41.92
45972,113188,88,3,265.17,157.4
45977,113189,167,4,25.47,14.75
45980,113190,90,3,375.96,219.7
45986,113191,50,1,29.66,17.11
45988,113192,1,3,162.33,127.86
45994,113193,100,3,357.09,266.02
45996,113194,148,4,68.28,46.47
46001,113195,96,4,55.38,42.88
46003,113196,30,3,37.19,23.48
46007,113197,162,4,270.88,167.94
46011,113198,84,3,141.9,84.66
46015,113199,96,2,55.38,42.88
46021,113200,115,2,358.98,254.08
46022,113201,44,4,297.25,210.87
46026,113202,139,1,323.35,230.38
46027,113203,12,2,131.01,84.05
46030,113204,124,4,182.71,144.64
46031,113205,77,2,75.06,50.47
46034,113206,172,3,85.82,56.51
46038,113207,118,2,94.19,68.82
46044,113208,117,3,239.22,161.03
46045,113209,180,1,377.29,261.79
46047,113210,84,2,141.9,84.66
46048,113211,122,1,367.65,236.23
46049,113212,144,1,196.93,135.03
46054,113213,27,4,377.01,291.7
46059,113214,99,4,295.86,229.08
46060,113215,134,3,284.87,206.71
46061,113216,97,4,362.16,256.51
46062,113217,165,3,179.45,109.81
46065,113218,100,4,357.09,266.02
46069,113219,175,4,162.35,114.69
46071,113220,113,1,120.78,73.8
46074,113221,172,1,85.82,56.51
46077,113222,172,2,85.82,56.51
46078,113223,119,1,126.69,70.45
46082,113224,40,3,156.22,90.45
46083,113225,12,3,131.01,84.05
46085,113226,94,4,330.54,227.68
46088,113227,35,3,48.33,38.51
46091,113228,18,1,386.94,291.02
46094,113229,3,2,79.29,46.7
46096,113230,43,2,138.17,87.23
46100,113231,158,4,337.67,244.47
46104,113232,83,3,54.31,41.21
46107,113233,87,1,214.6,130.18
46110,113234,8,1,89.09,53.08
46116,113235,29,1,53.63,32.12
46118,113236,177,2,270.3,159.68
46120,113237,178,2,46.82,33.27
46126,113238,153,3,295.91,234.94
46132,113239,38,2,288.61,211.34
46135,113240,91,2,149.61,86.53
46140,113241,59,4,325.4,194.15
46143,113242,76,2,365.14,222.7
46146,113243,99,2,295.86,229.08
46147,113244,135,4,156.61,97.63
46153,113245,95,4,221.27,135.08
46159,113246,144,3,196.93,135.03
46161,113247,158,3,337.67,244.47
46167,113248,175,4,162.35,114.69
46173,113249,92,4,371.38,285.72
46175,113250,57,3,373.29,280.73
46179,113251,118,3,94.19,68.82
46181,113252,9,1,135.61,92.38
46183,113253,142,3,162.72,93.32
46186,113254,35,1,48.33,38.51
46191,113255,85,4,35.49,24.76
46194,113256,30,4,37.19,23.48
46197,113257,67,3,65.55,41.59
46198,113258,76,3,365.14,222.7
46203,113259,47,3,309.1,213.38
46207,113260,1,3,162.33,127.86
46212,113261,67,2,65.55,41.59
46214,113262,51,3,31.94,22.65
46217,113263,79,4,275.41,203.91
46221,113264,107,4,267.75,162.27
46222,113265,84,3,141.9,84.66
46224,113266,149,4,312.6,188.8
46226,113267,97,4,362.16,256.51
46232,113268,78,1,394.55,240.88
46234,113269,92,2,371.38,285.72
46235,113270,64,2,330.85,253.16
46240,113271,36,2,313.45,187.97
46243,113272,31,1,167.7,103.61
46249,113273,15,4,245.12,137.66
46251,113274,37,4,22.1,16.66
46254,113275,121,4,377.37,297.55
46255,113276,139,2,323.35,230.38
46261,113277,117,3,239.22,161.03
46265,113278,2,4,298.16,208.61
46271,113279,23,3,118.34,84.69
46273,113280,122,4,367.65,236.23
46279,113281,161,3,228.71,166.65
46285,113282,89,3,282.56,182.73
46291,113283,87,4,214.6,130.18
46292,113284,114,4,389.74,252.66
46296,113285,17,1,44.72,35.2
46301,113286,13,4,193.31,144.27
46307,113287,176,4,211.19,161.38
46308,113288,84,3,141.9,84.66
46310,113289,24,4,138.45,94.15
46313,113290,46,4,65.45,47.67
46319,113291,156,1,186.81,106.41
46322,113292,167,2,25.47,14.75
46327,113293,114,1,389.74,252.66
46328,113294,153,2,295.91,234.94
46330,113295,140,2,286.75,214.76
46331,113296,121,2,377.37,297.55
46337,113297,101,2,263.97,150.74
46343,113298,13,1,193.31,144.27
46345,113299,153,2,295.91,234.94
46350,113300,75,3,39.56,24.51
46355,113301,123,4,25.87,20.23
46359,113302,127,1,343.43,216.1
46361,113303,38,1,288.61,211.34
46367,113304,128,1,84.41,58.18
46368,113305,146,1,31.59,17.67
46371,113306,55,2,106.94,60.88
46374,113307,1,2,162.33,127.86
46380,113308,63,2,106.62,70.03
46383,113309,86,3,277.47,153.76
46389,113310,4,2,42.07,32.25
46392,113311,108,2,290.63,177.08
46395,113312,19,2,135.75,77.98
46399,113313,144,2,196.93,135.03
46400,113314,71,2,385.73,236.43
46403,113315,15,2,245.12,137.66
46407,113316,125,4,386.18,294.75
46409,113317,17,2,44.72,35.2
46414,113318,54,2,175.95,130.01
46417,113319,159,3,175.4,104.07
46421,113320,109,2,143.65,105.82
46423,113321,140,2,286.75,214.76
46428,113322,12,2,131.01,84.05
46433,113323,176,2,211.19,161.38
46435,113324,89,2,282.56,182.73
46439,113325,167,3,25.47,14.75
46445,113326,89,1,282.56,182.73
46446,113327,12,4,131.01,84.05
46452,113328,76,3,365.14,222.7
46454,113329,28,1,247.2,192.93
46459,113330,2,3,298.16,208.61
46461,113331,166,4,155.27,114.82
46464,113332,154,1,216.19,136.36
46470,113333,35,3,48.33,38.51
46474,113334,25,1,227.75,135.79
46476,113335,9,3,135.61,92.38
46479,113336,23,2,118.34,84.69
46482,113337,77,3,75.06,50.47
46487,113338,120,2,265.28,157.65
46488,113339,3,2,79.29,46.7
46493,113340,65,1,22.64,15.34
46498,113341,109,1,143.65,105.82
46501,113342,40,4,156.22,90.45
46504,113343,97,4,362.16,256.51
46506,113344,49,1,218.64,143.62
46508,113345,178,3,46.82,33.27
46513,113346,17,1,44.72,35.2
46515,113347,174,4,261.34,146.7
46520,113348,87,3,214.6,130.18
46525,113349,163,4,382.85,281.19
46529,113350,17,3,44.72,35.2
46533,113351,103,1,250.44,138.32
46538,113352,57,3,373.29,280.73
46541,113353,176,2,211.19,161.38
46543,113354,149,3,312.6,188.8
46546,113355,141,3,358.2,227.28
46548,113356,68,1,378.31,238.64
46552,113357,176,1,211.19,161.38
46553,113358,3,1,79.29,46.7
46558,113359,106,4,228.52,165.21
46559,113360,98,3,148.83,94.85
46560,113361,126,4,131.89,85.24
46565,113362,116,1,322.03,217.58
46569,113363,72,1,208.95,130.64
46573,113364,64,1,330.85,253.16
46579,113365,85,3,35.49,24.76
46585,113366,121,3,377.37,297.55
46586,113367,65,1,22.64,15.34
46589,113368,152,3,225.44,159.92
46595,113369,55,4,106.94,60.88
46596,113370,131,2,253.7,202.33
46601,113371,24,4,138.45,94.15
46607,113372,158,4,337.67,244.47
46610,113373,68,4,378.31,238.64
46614,113374,59,4,325.4,194.15
46619,113375,87,1,214.6,130.18
46620,113376,138,2,214.31,144.74
46625,113377,171,1,206.81,138.23
46630,113378,176,2,211.19,161.38
46633,113379,175,3,162.35,114.69
46638,113380,99,2,295.86,229.08
46644,113381,166,4,155.27,114.82
46647,113382,130,2,236.62,135.89
46651,113383,88,2,265.17,157.4
46653,113384,165,3,179.45,109.81
46655,113385,110,2,266.86,203.43
46659,113386,172,4,85.82,56.51
46663,113387,73,1,128.24,71.71
46664,113388,101,1,263.97,150.74
46668,113389,107,2,267.75,162.27
46674,113390,59,3,325.4,194.15
46677,113391,33,3,126.76,86.92
46682,113392,177,3,270.3,159.68
46688,113393,113,2,120.78,73.8
46691,113394,176,2,211.19,161.38
46692,113395,118,3,94.19,68.82
46693,113396,4,4,42.07,32.25
46698,113397,115,3,358.98,254.08
46699,113398,72,2,208.95,130.64
46704,113399,90,2,375.96,219.7
46707,113400,127,4,343.43,216.1
46708,113401,48,2,312.97,210.77
46712,113402,171,3,206.81,138.23
46717,113403,82,4,260.74,178.33
46723,113404,160,1,79.45,48.67
46724,113405,113,3,120.78,73.8
46728,113406,40,1,156.22,90.45
46731,113407,93,2,118.02,84.38
46733,113408,74,2,251.63,170.02
46734,113409,114,2,389.74,252.66
46736,113410,98,3,148.83,94.85
46737,113411,105,3,21.92,12.94
46743,113412,68,2,378.31,238.64
46748,113413,143,2,239.75,134.02
46749,113414,57,4,373.29,280.73
46750,113415,162,3,270.88,167.94
46751,113416,171,4,206.81,138.23
46753,113417,96,1,55.38,42.88
46756,113418,19,4,135.75,77.98
46759,113419,54,1,175.95,130.01
46763,113420,12,1,131.01,84.05
46764,113421,84,4,141.9,84.66
46770,113422,131,4,253.7,202.33
46776,113423,79,1,275.41,203.91
46778,113424,134,4,284.87,206.71
46780,113425,32,1,334.92,214.08
46784,113426,66,3,178.62,108.16
46789,113427,101,2,263.97,150.74
46792,113428,12,2,131.01,84.05
46798,113429,116,3,322.03,217.58
46803,113430,88,2,265.17,157.4
46807,113431,76,4,365.14,222.7
46811,113432,146,4,31.59,17.67
46817,113433,96,2,55.38,42.88
46823,113434,12,3,131.01,84.05
46826,113435,79,2,275.41,203.91
46829,113436,54,3,175.95,130.01
46834,113437,33,4,126.76,86.92
46837,113438,16,1,250.87,148.67
46838,113439,34,2,73.55,55.2
46842,113440,48,4,312.97,210.77
46846,113441,65,2,22.64,15.34
46851,113442,154,1,216.19,136.36
46855,113443,99,2,295.86,229.08
46856,113444,77,3,75.06,50.47
46859,113445,59,3,325.4,194.15
46863,113446,124,2,182.71,144.64
46869,113447,75,2,39.56,24.51
46875,113448,110,2,266.86,203.43
46876,113449,129,4,375.74,272.04
46878,113450,82,4,260.74,178.33
46881,113451,169,2,345.08,250.5
46883,113452,126,1,131.89,85.24
46884,113453,116,3,322.03,217.58
46889,113454,116,3,322.03,217.58
46893,113455,133,4,353.4,259.82
46894,113456,128,1,84.41,58.18
46895,113457,157,2,29.63,23.43
46900,113458,54,3,175.95,130.01
46903,113459,126,4,131.89,85.24
46905,113460,34,4,73.55,55.2
46910,113461,158,2,337.67,244.47
46915,113462,161,2,228.71,166.65
46917,113463,71,1,385.73,236.43
46923,113464,134,3,284.87,206.71
46927,113465,74,4,251.63,170.02
46933,113466,127,4,343.43,216.1
46937,113467,148,2,68.28,46.47
46941,113468,85,3,35.49,24.76
46946,113469,70,2,158.18,125.43
46948,113470,92,2,371.38,285.72
46953,113471,79,3,275.41,203.91
46955,113472,113,4,120.78,73.8
46959,113473,68,3,378.31,238.64
46964,113474,44,1,297.25,210.87
46970,113475,29,2,53.63,32.12
46973,113476,37,2,22.1,16.66
46976,113477,83,1,54.31,41.21
46982,113478,112,3,55.6,35.69
46985,113479,170,3,200.19,115
46986,113480,174,4,261.34,146.7
46991,113481,152,1,225.44,159.92
46992,113482,16,4,250.87,148.67
46997,113483,8,4,89.09,53.08
47000,113484,125,1,386.18,294.75
47006,113485,112,3,55.6,35.69
47007,113486,134,1,284.87,206.71
47013,113487,155,4,322.17,199.01
47018,113488,37,2,22.1,16.66
47022,113489,53,1,364.88,223.42
47024,113490,157,1,29.63,23.43
47026,113491,29,1,53.63,32.12
47032,113492,139,4,323.35,230.38
47034,113493,124,4,182.71,144.64
47038,113494,113,2,120.78,73.8
47039,113495,71,4,385.73,236.43
47042,113496,54,3,175.95,130.01
47048,113497,76,3,365.14,222.7
47051,113498,172,1,85.82,56.51
47053,113499,98,2,148.83,94.85
47059,113500,145,2,128.89,89.93
47064,113501,98,2,148.83,94.85
47070,113502,149,2,312.6,188.8
47071,113503,28,2,247.2,192.93
47077,113504,105,3,21.92,12.94
47078,113505,115,4,358.98,254.08
47084,113506,175,4,162.35,114.69
47088,113507,4,4,42.07,32.25
47094,113508,84,2,141.9,84.66
47096,113509,170,2,200.19,115
47100,113510,137,2,349.49,272.01
47102,113511,150,4,256.7,146.66
47104,113512,178,4,46.82,33.27
47109,113513,12,3,131.01,84.05
47111,113514,154,3,216.19,136.36
47117,113515,92,2,371.38,285.72
47121,113516,29,4,53.63,32.12
47123,113517,174,4,261.34,146.7
47128,113518,15,2,245.12,137.66
47134,113519,106,4,228.52,165.21
47140,113520,124,3,182.71,144.64
47146,113521,101,4,263.97,150.74
47147,113522,157,4,29.63,23.43
47152,113523,27,1,377.01,291.7
47158,113524,39,1,313.08,177.99
47162,113525,73,3,128.24,71.71
47163,113526,155,1,322.17,199.01
47165,113527,34,3,73.55,55.2
47167,113528,97,1,362.16,256.51
47171,113529,81,2,159.76,113.12
47173,113530,117,3,239.22,161.03
47174,113531,136,4,327.56,246.5
47178,113532,155,4,322.17,199.01
47182,113533,143,3,239.75,134.02
47187,113534,41,3,347.98,245.61
47190,113535,88,1,265.17,157.4
47191,113536,27,2,377.01,291.7
47196,113537,78,4,394.55,240.88
47197,113538,11,3,252.5,147.68
47198,113539,17,4,44.72,35.2
47203,113540,178,4,46.82,33.27
47207,113541,116,1,322.03,217.58
47212,113542,133,2,353.4,259.82
47215,113543,151,3,39.64,27.07
47219,113544,171,2,206.81,138.23
47221,113545,109,1,143.65,105.82
47225,113546,164,1,230.65,162.13
47226,113547,69,3,217.14,157.59
47231,113548,32,2,334.92,214.08
47232,113549,64,3,330.85,253.16
47237,113550,141,3,358.2,227.28
47241,113551,32,4,334.92,214.08
47245,113552,63,1,106.62,70.03
47251,113553,19,3,135.75,77.98
47252,113554,94,2,330.54,227.68
47258,113555,147,1,332.59,212.87
47264,113556,59,3,325.4,194.15
47266,113557,110,4,266.86,203.43
47271,113558,90,3,375.96,219.7
47277,113559,151,1,39.64,27.07
47281,113560,107,3,267.75,162.27
47284,113561,19,1,135.75,77.98
47285,113562,77,3,75.06,50.47
47289,113563,121,4,377.37,297.55
47295,113564,180,4,377.29,261.79
47299,113565,114,3,389.74,252.66
47301,113566,68,3,378.31,238.64
47302,113567,123,1,25.87,20.23
47308,113568,79,3,275.41,203.91
47313,113569,22,2,33.07,25.71
47316,113570,156,3,186.81,106.41
47317,113571,56,4,130.11,76.8
47322,113572,8,1,89.09,53.08
47326,113573,172,2,85.82,56.51
47328,113574,130,3,236.62,135.89
47329,113575,47,4,309.1,213.38
47335,113576,28,4,247.2,192.93
47338,113577,133,4,353.4,259.82
47343,113578,21,2,66.37,44.72
47346,113579,107,4,267.75,162.27
47351,113580,144,4,196.93,135.03
47355,113581,53,4,364.88,223.42
47357,113582,149,3,312.6,188.8
47363,113583,115,1,358.98,254.08
47365,113584,60,1,359.17,245.97
47370,113585,103,4,250.44,138.32
47374,113586,102,2,81.42,63.07
47379,113587,168,4,37.48,21
47380,113588,3,2,79.29,46.7
47386,113589,75,1,39.56,24.51
47389,113590,159,1,175.4,104.07
47395,113591,25,3,227.75,135.79
47397,113592,120,2,265.28,157.65
47402,113593,11,3,252.5,147.68
47406,113594,25,3,227.75,135.79
47409,113595,12,1,131.01,84.05
47415,113596,134,1,284.87,206.71
47421,113597,144,1,196.93,135.03
47422,113598,170,3,200.19,115
47424,113599,132,2,73.23,49.77
47430,113600,43,1,138.17,87.23
47434,113601,109,1,143.65,105.82
47440,113602,51,4,31.94,22.65
47444,113603,20,2,280.01,184.82
47449,113604,30,3,37.19,23.48
47452,113605,47,4,309.1,213.38
47457,113606,21,2,66.37,44.72
47463,113607,62,2,140.84,81.34
47464,113608,161,3,228.71,166.65
47466,113609,149,3,312.6,188.8
47469,113610,77,1,75.06,50.47
47473,113611,164,2,230.65,162.13
47478,113612,174,2,261.34,146.7
47484,113613,171,2,206.81,138.23
47485,113614,128,2,84.41,58.18
47491,113615,19,3,135.75,77.98
47493,113616,1,2,162.33,127.86
47499,113617,82,1,260.74,178.33
47502,113618,169,4,345.08,250.5
47505,113619,101,1,263.97,150.74
47510,113620,25,1,227.75,135.79
47511,113621,108,4,290.63,177.08
