payment_id,order_id,payment_method,payment_status,paid_amount
510863,110863,Card,Success,2574.7
510864,110864,UPI,Success,202.83
510865,110865,NetBanking,Success,2168.65
510866,110866,Card,Success,783.5
510867,110867,Wallet,Success,2069.13
510868,110868,UPI,Success,1087.58
510869,110869,UPI,Success,1459.01
510870,110870,UPI,Success,2944.53
510871,110871,Wallet,Failed,0
510872,110872,UPI,Success,827.79
510873,110873,UPI,Success,469.36
510874,110874,UPI,Success,1504.55
510875,110875,NetBanking,Success,533.94
510876,110876,UPI,Success,2682.7
510877,110877,UPI,Success,204.52
510878,110878,UPI,Success,1094.12
510879,110879,Wallet,Success,2524.48
510880,110880,UPI,Success,905.67
510881,110881,UPI,Success,3294.33
510882,110882,UPI,Success,3513.07
510883,110883,Card,Refunded,0
510884,110884,NetBanking,Success,4928.88
510885,110885,UPI,Success,2902.81
510886,110886,UPI,Success,944.67
510887,110887,Card,Success,683.33
510888,110888,NetBanking,Success,1671.42
510889,110889,UPI,Success,1616.51
510890,110890,UPI,Success,3843.01
510891,110891,Wallet,Success,1989.7
510892,110892,COD,Success,1064.7
510893,110893,Card,Success,934.49
510894,110894,COD,Success,1430.07
510895,110895,NetBanking,Success,3639.66
510896,110896,UPI,Success,70.27000000000001
510897,110897,UPI,Success,406.01
510898,110898,NetBanking,Success,4198.97
510899,110899,COD,Success,329.29
510900,110900,UPI,Success,282.64
510901,110901,UPI,Success,274.57
510902,110902,Card,Success,2793.7
510903,110903,Card,Success,1480.37
510904,110904,COD,Success,326.33
510905,110905,Wallet,Success,139.12
510906,110906,Card,Success,1934.39
510907,110907,UPI,Success,2394
510908,110908,COD,Refunded,0
510909,110909,NetBanking,Success,131.65
510910,110910,Wallet,Success,2357.94
510911,110911,UPI,Success,1120.42
510912,110912,UPI,Success,504.41
510913,110913,Wallet,Success,1882.44
510914,110914,UPI,Success,663.22
510915,110915,Card,Success,631.11
510916,110916,COD,Success,362.02
510917,110917,Card,Success,3478.2
510918,110918,COD,Success,2544.28
510919,110919,Card,Success,1839.56
510920,110920,Wallet,Success,2973.1
510921,110921,Card,Success,3181.27
510922,110922,UPI,Success,522.08
510923,110923,UPI,Success,3124.67
510924,110924,Wallet,Refunded,0
510925,110925,Card,Success,2903.92
510926,110926,Card,Success,1570.63
510927,110927,Card,Failed,0
510928,110928,UPI,Failed,0
510929,110929,UPI,Success,1249.26
510930,110930,UPI,Failed,0
510931,110931,NetBanking,Success,2232.59
510932,110932,UPI,Success,1366.37
510933,110933,UPI,Success,2902.98
510934,110934,UPI,Success,1438.36
510935,110935,Card,Success,990.23
510936,110936,Card,Success,1496.57
510937,110937,Card,Success,3228.36
510938,110938,UPI,Success,339.8
510939,110939,Wallet,Success,1907.35
510940,110940,UPI,Success,1407.17
510941,110941,Card,Success,1096.03
510942,110942,UPI,Success,2279.9
510943,110943,Card,Success,2523.55
510944,110944,COD,Success,3498.67
510945,110945,UPI,Success,2284.57
510946,110946,Wallet,Success,768.56
510947,110947,Card,Refunded,0
510948,110948,Card,Success,1565.2
510949,110949,Card,Success,2049.64
510950,110950,UPI,Success,3091.44
510951,110951,Card,Success,1518.96
510952,110952,Card,Success,3323.02
510953,110953,UPI,Success,2416.62
510954,110954,Card,Success,1908.85
510955,110955,UPI,Success,1996.75
510956,110956,UPI,Success,2518.78
510957,110957,UPI,Success,1370.08
510958,110958,Card,Failed,0
510959,110959,NetBanking,Success,1353.28
510960,110960,COD,Success,2297.45
510961,110961,Card,Success,2258.61
510962,110962,UPI,Success,2001.97
510963,110963,UPI,Success,3232.27
510964,110964,COD,Success,2178.43
510965,110965,UPI,Success,2382.94
510966,110966,UPI,Success,1771.59
510967,110967,UPI,Success,3377.38
510968,110968,Wallet,Success,2568.74
510969,110969,Card,Success,1779.06
510970,110970,UPI,Success,764.06
510971,110971,UPI,Success,1091.23
510972,110972,UPI,Success,731.61
510973,110973,Wallet,Success,2895.69
510974,110974,Wallet,Success,2315.29
510975,110975,COD,Success,1859.13
510976,110976,UPI,Success,650.04
510977,110977,NetBanking,Success,3733.45
510978,110978,Wallet,Success,1350.44
510979,110979,Card,Success,194.49
510980,110980,Wallet,Success,2694.41
510981,110981,Card,Success,1251.06
510982,110982,Card,Success,2986.3
510983,110983,Wallet,Failed,0
510984,110984,Wallet,Success,148.19
510985,110985,Card,Success,2563.9
510986,110986,Wallet,Success,934.92
510987,110987,UPI,Success,70.09
510988,110988,UPI,Success,1650.08
510989,110989,Wallet,Success,1755.57
510990,110990,NetBanking,Success,451.19
510991,110991,UPI,Success,658.24
510992,110992,UPI,Success,218.55
510993,110993,Wallet,Success,1504.4
510994,110994,UPI,Success,3884.04
510995,110995,Card,Success,1711.76
510996,110996,UPI,Success,3101.25
510997,110997,Wallet,Success,798.34
510998,110998,Card,Success,782.2
510999,110999,Card,Success,2167.16
511000,111000,UPI,Success,2655.77
511001,111001,Card,Success,1773.48
511002,111002,UPI,Success,1161.69
511003,111003,Wallet,Success,2064.14
511004,111004,COD,Success,769.71
511005,111005,UPI,Success,1321.23
511006,111006,UPI,Success,3549.72
511007,111007,UPI,Success,983.8
511008,111008,UPI,Success,1251.47
511009,111009,NetBanking,Success,752.97
511010,111010,COD,Success,2541.82
511011,111011,UPI,Success,89.32
511012,111012,UPI,Success,294.71
511013,111013,UPI,Success,1438.14
511014,111014,Card,Success,264.58000000000004
511015,111015,Card,Success,1841.12
511016,111016,NetBanking,Success,843.88
511017,111017,NetBanking,Success,404.39
511018,111018,NetBanking,Success,1395.73
511019,111019,Wallet,Success,2720.64
511020,111020,UPI,Success,1969.85
511021,111021,UPI,Success,1632.15
511022,111022,NetBanking,Success,3145.73
511023,111023,UPI,Success,899.35
511024,111024,UPI,Success,2988.21
511025,111025,UPI,Success,2708.87
511026,111026,NetBanking,Success,533.88
511027,111027,NetBanking,Success,1162.71
511028,111028,Wallet,Success,246.81
511029,111029,COD,Refunded,0
511030,111030,UPI,Success,391.07
511031,111031,UPI,Success,1560.35
511032,111032,Card,Success,2940.46
511033,111033,Card,Success,2738.09
511034,111034,Card,Success,89.35
511035,111035,Card,Success,1750.84
511036,111036,UPI,Success,1958.92
511037,111037,Card,Success,1628.97
511038,111038,COD,Success,134.4
511039,111039,Card,Success,1264.57
511040,111040,UPI,Success,1020.12
511041,111041,Wallet,Success,1324.66
511042,111042,UPI,Success,686.39
511043,111043,Card,Success,915.17
511044,111044,UPI,Success,771.95
511045,111045,UPI,Success,502.71
511046,111046,Card,Success,179.62
511047,111047,UPI,Success,819.08
511048,111048,UPI,Success,1693.33
511049,111049,Wallet,Success,1603.6
511050,111050,COD,Success,4046.75
511051,111051,Card,Success,1476.33
511052,111052,Wallet,Success,2637.24
511053,111053,Wallet,Success,2884.29
511054,111054,COD,Success,2193.88
511055,111055,UPI,Success,506.55
511056,111056,UPI,Success,3423.02
511057,111057,Card,Success,2781.53
511058,111058,UPI,Success,565.23
511059,111059,UPI,Success,3025.44
511060,111060,UPI,Success,1267.01
511061,111061,UPI,Success,2203.1
511062,111062,UPI,Success,3372.62
511063,111063,COD,Success,1709.7
511064,111064,Wallet,Success,539.32
511065,111065,Wallet,Success,344.66
511066,111066,Card,Success,403.03
511067,111067,UPI,Success,1514.55
511068,111068,Card,Success,435.03
511069,111069,Wallet,Success,1350.38
511070,111070,UPI,Success,1496.02
511071,111071,COD,Failed,0
511072,111072,Wallet,Success,1723.02
511073,111073,UPI,Success,312.15
511074,111074,NetBanking,Success,2423.25
511075,111075,Card,Success,1420.11
511076,111076,UPI,Success,3216.38
511077,111077,Card,Success,2588.16
511078,111078,UPI,Success,888.37
511079,111079,NetBanking,Success,2862.59
511080,111080,UPI,Success,1007.53
511081,111081,Wallet,Success,2007.82
511082,111082,Wallet,Success,1315.3
511083,111083,UPI,Success,1441.46
511084,111084,UPI,Success,912.69
511085,111085,UPI,Success,1972.71
511086,111086,Wallet,Failed,0
511087,111087,UPI,Success,3719.61
511088,111088,NetBanking,Success,1267.12
511089,111089,UPI,Success,3309.14
511090,111090,COD,Success,1782.14
511091,111091,UPI,Success,1148.88
511092,111092,COD,Success,2060.74
511093,111093,UPI,Success,1473.3
511094,111094,UPI,Success,981.95
511095,111095,UPI,Success,1345.06
511096,111096,UPI,Success,974.13
511097,111097,UPI,Success,542.01
511098,111098,Card,Success,2514.39
511099,111099,Card,Success,2236.64
511100,111100,Card,Success,1302.02
511101,111101,Card,Success,2659.92
511102,111102,Card,Success,3457.97
511103,111103,Card,Success,91.3
511104,111104,NetBanking,Success,503.76
511105,111105,COD,Success,1779.7
511106,111106,UPI,Success,2796.02
511107,111107,Wallet,Success,2737.28
511108,111108,Wallet,Success,869.41
511109,111109,COD,Success,1076.37
511110,111110,UPI,Success,875.65
511111,111111,UPI,Success,1698.16
511112,111112,UPI,Success,1286.3
511113,111113,UPI,Success,407.47
511114,111114,NetBanking,Success,936.07
511115,111115,Wallet,Success,1152.98
511116,111116,UPI,Success,1246.18
511117,111117,Card,Success,1582.81
511118,111118,Wallet,Success,354.66
511119,111119,NetBanking,Success,1343.28
511120,111120,UPI,Failed,0
511121,111121,Wallet,Success,2205.99
511122,111122,UPI,Success,1550.69
511123,111123,Card,Success,1152.69
511124,111124,UPI,Success,3021.42
511125,111125,UPI,Success,1919.53
511126,111126,NetBanking,Success,678.31
511127,111127,UPI,Failed,0
511128,111128,UPI,Success,2781.33
511129,111129,Card,Success,2585.87
511130,111130,UPI,Success,2142.87
511131,111131,Card,Success,162.03
511132,111132,Card,Success,1722.94
511133,111133,COD,Failed,0
511134,111134,UPI,Success,1187.58
511135,111135,Wallet,Success,1389.31
511136,111136,NetBanking,Success,2871.59
511137,111137,Wallet,Success,1438.98
511138,111138,Card,Success,4821.03
511139,111139,UPI,Success,2110.72
511140,111140,UPI,Success,101.51
511141,111141,Wallet,Success,1573.95
511142,111142,UPI,Success,354.83
511143,111143,UPI,Success,950.88
511144,111144,Card,Success,92.42
511145,111145,Card,Success,701.91
511146,111146,UPI,Refunded,0
511147,111147,UPI,Success,1320.97
511148,111148,Card,Success,2419.05
511149,111149,Wallet,Success,1599.08
511150,111150,UPI,Success,434.74
511151,111151,Card,Success,1037.82
511152,111152,Wallet,Success,782.8
511153,111153,Card,Success,385.73
511154,111154,UPI,Success,3434.59
511155,111155,COD,Success,2621.17
511156,111156,Card,Success,2776.26
511157,111157,COD,Success,2791.36
511158,111158,NetBanking,Success,2226.65
511159,111159,UPI,Success,2788.55
511160,111160,UPI,Success,2150.3
511161,111161,NetBanking,Success,1247.5
511162,111162,COD,Success,2014.84
511163,111163,UPI,Success,1460.21
511164,111164,Wallet,Success,1414.18
511165,111165,Card,Success,479.48
511166,111166,NetBanking,Success,346
511167,111167,UPI,Refunded,0
511168,111168,UPI,Success,1513.79
511169,111169,Wallet,Success,648.77
511170,111170,UPI,Success,1739.91
511171,111171,UPI,Success,1366.36
511172,111172,UPI,Success,632.92
511173,111173,Wallet,Success,1886.65
511174,111174,Wallet,Success,374.68
511175,111175,COD,Success,1806.25
511176,111176,Card,Success,1136.34
511177,111177,UPI,Success,459.71
511178,111178,UPI,Success,2057.37
511179,111179,Card,Success,897.22
511180,111180,Wallet,Success,1061.95
511181,111181,COD,Success,370.69
511182,111182,Card,Success,2091.3
511183,111183,NetBanking,Success,2106.89
511184,111184,UPI,Success,328.57
511185,111185,Wallet,Success,2147.22
511186,111186,UPI,Success,1126.33
511187,111187,Card,Success,1947.37
511188,111188,COD,Success,3519.96
511189,111189,Card,Failed,0
511190,111190,UPI,Success,2180.67
511191,111191,Card,Success,1893.7
511192,111192,UPI,Refunded,0
511193,111193,Wallet,Failed,0
511194,111194,Card,Success,2908.73
511195,111195,UPI,Success,1457.85
511196,111196,NetBanking,Success,1735.49
511197,111197,UPI,Success,2844.95
511198,111198,UPI,Success,3037.99
511199,111199,Card,Success,1715.77
511200,111200,UPI,Success,2236.9
511201,111201,NetBanking,Success,422.78
511202,111202,UPI,Failed,0
511203,111203,NetBanking,Success,380.78
511204,111204,Wallet,Success,710.36
511205,111205,UPI,Success,593.08
511206,111206,Card,Success,278.79
511207,111207,Card,Success,5697.94
511208,111208,Card,Failed,0
511209,111209,Wallet,Success,984.42
511210,111210,UPI,Success,2398.37
511211,111211,UPI,Success,121.75
511212,111212,UPI,Success,543.64
511213,111213,COD,Success,3179.51
511214,111214,UPI,Success,183.59
511215,111215,Card,Success,227.21
511216,111216,NetBanking,Failed,0
511217,111217,NetBanking,Success,3065.37
511218,111218,Wallet,Success,1751.1
511219,111219,Wallet,Success,2498.42
511220,111220,UPI,Success,1120.29
511221,111221,UPI,Success,2160.1
511222,111222,Card,Success,1351.7
511223,111223,Wallet,Success,836.25
511224,111224,Wallet,Success,636.62
511225,111225,UPI,Success,1700.77
511226,111226,COD,Success,2905.09
511227,111227,Wallet,Success,2519.95
511228,111228,UPI,Failed,0
511229,111229,NetBanking,Success,263.95
511230,111230,Card,Success,1110.38
511231,111231,Card,Success,317.97
511232,111232,UPI,Success,3986.5
511233,111233,Wallet,Success,3082.7
511234,111234,COD,Success,2146.53
511235,111235,Card,Success,80.81
511236,111236,Card,Failed,0
511237,111237,UPI,Success,359.38
511238,111238,NetBanking,Success,2054.95
511239,111239,UPI,Success,1225.27
511240,111240,Card,Success,2345.75
511241,111241,NetBanking,Success,1432.38
511242,111242,NetBanking,Success,3086.74
511243,111243,Card,Success,3207.79
511244,111244,NetBanking,Success,2564.01
511245,111245,UPI,Success,806.47
511246,111246,Card,Success,66.43
511247,111247,UPI,Failed,0
511248,111248,UPI,Success,1823.19
511249,111249,Card,Success,3262.38
511250,111250,Card,Success,1546.41
511251,111251,UPI,Success,2066.33
511252,111252,UPI,Success,965.99
511253,111253,UPI,Success,1941.18
511254,111254,UPI,Success,963.75
511255,111255,Wallet,Success,442.93
511256,111256,COD,Success,1719.86
511257,111257,NetBanking,Success,3478.39
511258,111258,NetBanking,Success,735.64
511259,111259,UPI,Success,2854.6
511260,111260,NetBanking,Success,108.26
511261,111261,Wallet,Success,2758.12
511262,111262,UPI,Success,1500.4
511263,111263,UPI,Success,1759.74
511264,111264,Card,Success,2716.33
511265,111265,COD,Success,2446.01
511266,111266,UPI,Success,542.96
511267,111267,NetBanking,Success,2267.69
511268,111268,UPI,Success,2845.09
511269,111269,UPI,Success,2166.36
511270,111270,UPI,Success,2419.52
511271,111271,UPI,Success,2627.89
511272,111272,NetBanking,Success,3571
511273,111273,UPI,Success,474.37
511274,111274,UPI,Success,3008.45
511275,111275,NetBanking,Success,341.53
511276,111276,Wallet,Success,239.47
511277,111277,NetBanking,Success,4016.24
511278,111278,UPI,Success,2143.98
511279,111279,UPI,Success,1444.14
511280,111280,NetBanking,Refunded,0
511281,111281,Card,Success,2481.01
511282,111282,NetBanking,Success,2347.64
511283,111283,Card,Success,1769.38
511284,111284,UPI,Success,176.96
511285,111285,UPI,Failed,0
511286,111286,UPI,Success,3362.04
511287,111287,UPI,Success,972.68
511288,111288,Card,Success,2435.97
511289,111289,Wallet,Success,2559.21
511290,111290,NetBanking,Success,1115.66
511291,111291,UPI,Success,145.9
511292,111292,UPI,Success,3578.35
511293,111293,UPI,Success,2279.11
511294,111294,UPI,Success,1857.68
511295,111295,UPI,Success,1291.44
511296,111296,NetBanking,Success,2637.41
511297,111297,Card,Success,111.43
511298,111298,UPI,Success,2393.67
511299,111299,Card,Success,2942.52
511300,111300,UPI,Success,1167.73
511301,111301,UPI,Success,624.93
511302,111302,Card,Success,1537.67
511303,111303,UPI,Success,2917.84
511304,111304,UPI,Success,1533.47
511305,111305,Card,Success,1006.09
511306,111306,Card,Success,1027.22
511307,111307,UPI,Refunded,0
511308,111308,Wallet,Success,1402
511309,111309,UPI,Success,2561.58
511310,111310,NetBanking,Success,1446.49
511311,111311,Card,Success,2941.24
511312,111312,UPI,Success,1089.01
511313,111313,UPI,Success,904.16
511314,111314,NetBanking,Success,1257.27
511315,111315,UPI,Success,1499.96
511316,111316,UPI,Success,453.6
511317,111317,UPI,Success,1715.7
511318,111318,UPI,Success,1543.9
511319,111319,Card,Success,1032.95
511320,111320,UPI,Success,935.3
511321,111321,UPI,Success,1065.74
511322,111322,Card,Success,1329.88
511323,111323,UPI,Failed,0
511324,111324,Card,Success,712.17
511325,111325,Wallet,Success,484.23
511326,111326,Wallet,Success,448.39
511327,111327,Wallet,Success,1467.54
511328,111328,Card,Success,1244.25
511329,111329,Wallet,Failed,0
511330,111330,NetBanking,Success,525.58
511331,111331,COD,Success,704.1
511332,111332,Card,Success,2071.04
511333,111333,Wallet,Success,2102.55
511334,111334,Wallet,Success,2577.08
511335,111335,UPI,Success,2720.71
511336,111336,Wallet,Success,2866.19
511337,111337,NetBanking,Success,1629.87
511338,111338,NetBanking,Success,1179.66
511339,111339,UPI,Success,728
511340,111340,UPI,Success,423.69
511341,111341,NetBanking,Success,995.86
511342,111342,Wallet,Success,2773.61
511343,111343,Wallet,Success,1114.61
511344,111344,UPI,Success,804.51
511345,111345,Card,Success,3439.61
511346,111346,UPI,Success,1171.08
511347,111347,NetBanking,Success,1925.04
511348,111348,Wallet,Success,2213.53
511349,111349,UPI,Success,1085.3
511350,111350,COD,Success,1602.04
511351,111351,Wallet,Success,2104.42
511352,111352,UPI,Success,896.67
511353,111353,UPI,Success,1851.78
511354,111354,UPI,Success,1902.5
511355,111355,UPI,Success,1638.25
511356,111356,NetBanking,Success,2604.12
511357,111357,UPI,Success,2871.18
511358,111358,UPI,Success,1644.6
511359,111359,UPI,Success,1665.49
511360,111360,UPI,Success,965.75
511361,111361,Wallet,Success,1390.8
511362,111362,UPI,Success,909.58
511363,111363,NetBanking,Success,719.51
511364,111364,COD,Success,3183.13
511365,111365,Wallet,Success,1358.22
511366,111366,NetBanking,Success,1052.88
511367,111367,NetBanking,Success,1081.41
511368,111368,UPI,Refunded,0
511369,111369,Card,Refunded,0
511370,111370,Card,Success,855.97
511371,111371,UPI,Success,3504.19
511372,111372,Card,Success,996.05
511373,111373,Wallet,Failed,0
511374,111374,Card,Success,655.63
511375,111375,Card,Success,1062.65
511376,111376,UPI,Success,995.69
511377,111377,UPI,Success,2630.9
511378,111378,Wallet,Success,1682.69
511379,111379,UPI,Success,2198.17
511380,111380,UPI,Success,3191.79
511381,111381,UPI,Success,1907.33
511382,111382,COD,Success,1067.5
511383,111383,Card,Success,2076.05
511384,111384,UPI,Failed,0
511385,111385,Wallet,Success,864.32
511386,111386,UPI,Success,1483.7
511387,111387,Card,Success,2660.16
511388,111388,Card,Success,2766.66
511389,111389,COD,Success,1273.92
511390,111390,NetBanking,Success,2005.77
511391,111391,NetBanking,Success,1106.06
511392,111392,UPI,Success,2525.83
511393,111393,Card,Success,3217.38
511394,111394,UPI,Success,477.86
511395,111395,Card,Success,1884.29
511396,111396,Wallet,Success,1606.17
511397,111397,Wallet,Success,1947.08
511398,111398,UPI,Success,61.39
511399,111399,COD,Success,575.9
511400,111400,UPI,Success,3318.8
511401,111401,UPI,Success,3667.64
511402,111402,Wallet,Success,4003.52
511403,111403,Wallet,Success,3220.68
511404,111404,Card,Success,1757.04
511405,111405,UPI,Success,2632.63
511406,111406,UPI,Success,2008.85
511407,111407,UPI,Success,381.68
511408,111408,NetBanking,Success,4136.15
511409,111409,NetBanking,Success,3422.77
511410,111410,COD,Success,1781.52
511411,111411,UPI,Success,345
511412,111412,Card,Success,1392.76
511413,111413,COD,Success,465.97
511414,111414,UPI,Success,744.73
511415,111415,UPI,Success,242.9
511416,111416,UPI,Success,1933.54
511417,111417,Card,Success,804.28
511418,111418,COD,Success,2772.5
511419,111419,UPI,Success,2790.37
511420,111420,Card,Success,3747.49
511421,111421,UPI,Success,2572.33
511422,111422,Card,Success,1420.12
511423,111423,UPI,Success,1306.61
511424,111424,Card,Success,690.64
511425,111425,UPI,Success,3983.89
511426,111426,Wallet,Success,983.51
511427,111427,UPI,Success,926.11
511428,111428,Wallet,Success,379.92
511429,111429,COD,Success,3382.46
511430,111430,UPI,Success,2122.95
511431,111431,Card,Success,963.75
511432,111432,Card,Failed,0
511433,111433,COD,Success,3525.4
511434,111434,UPI,Success,531.39
511435,111435,UPI,Success,2233.93
511436,111436,UPI,Success,1442.79
511437,111437,NetBanking,Success,4095.8
511438,111438,NetBanking,Success,1800.94
511439,111439,UPI,Success,2650.22
511440,111440,UPI,Success,318.61
511441,111441,UPI,Success,483.09
511442,111442,UPI,Success,1490.14
511443,111443,Card,Success,724.3
511444,111444,UPI,Success,703.93
511445,111445,UPI,Success,1010.05
511446,111446,COD,Success,2848.06
511447,111447,Card,Success,1583.91
511448,111448,Card,Success,204.38
511449,111449,UPI,Success,572.23
511450,111450,UPI,Success,2509.89
511451,111451,UPI,Success,1983.47
511452,111452,UPI,Success,1238.23
511453,111453,NetBanking,Refunded,0
511454,111454,NetBanking,Refunded,0
511455,111455,UPI,Success,4293.64
511456,111456,UPI,Success,466.32
511457,111457,Card,Success,2337.69
511458,111458,COD,Success,2935.4
511459,111459,Card,Refunded,0
511460,111460,UPI,Success,314.03
511461,111461,Card,Success,457.08
511462,111462,NetBanking,Success,1439.11
511463,111463,Wallet,Success,933.62
511464,111464,NetBanking,Success,1915.65
511465,111465,UPI,Success,1033.8
511466,111466,NetBanking,Success,994.59
511467,111467,UPI,Success,1737.74
511468,111468,UPI,Success,291.37
511469,111469,UPI,Refunded,0
511470,111470,NetBanking,Refunded,0
511471,111471,UPI,Success,690.16
511472,111472,NetBanking,Success,993.29
511473,111473,Card,Success,1479.28
511474,111474,NetBanking,Success,1003.03
511475,111475,UPI,Success,2275.5
511476,111476,Wallet,Success,2499.52
511477,111477,Wallet,Success,1874.59
511478,111478,UPI,Success,2417.53
511479,111479,UPI,Success,544.4
511480,111480,COD,Success,842.94
511481,111481,Card,Success,515.46
511482,111482,UPI,Success,3359.48
511483,111483,Card,Success,155.57
511484,111484,UPI,Success,3372.69
511485,111485,UPI,Success,1747.21
511486,111486,Wallet,Success,2617.28
511487,111487,UPI,Refunded,0
511488,111488,UPI,Success,1263.92
511489,111489,UPI,Success,626
511490,111490,UPI,Refunded,0
511491,111491,Card,Success,1190.41
511492,111492,UPI,Success,3114.03
511493,111493,COD,Success,1797.69
511494,111494,Wallet,Success,2680.23
511495,111495,UPI,Success,458.73
511496,111496,COD,Success,1047.05
511497,111497,UPI,Success,1481.21
511498,111498,UPI,Success,2157.66
511499,111499,Card,Success,1934.96
511500,111500,UPI,Success,3367.05
511501,111501,UPI,Success,619.02
511502,111502,Card,Refunded,0
511503,111503,Wallet,Success,1173.6
511504,111504,Wallet,Failed,0
511505,111505,UPI,Success,2372.71
511506,111506,UPI,Success,3222.39
511507,111507,UPI,Success,2094.33
511508,111508,COD,Success,2870.87
511509,111509,UPI,Success,1360.72
511510,111510,UPI,Success,686.58
511511,111511,UPI,Success,1744.18
511512,111512,UPI,Success,139.57
511513,111513,UPI,Success,2254.6
511514,111514,UPI,Success,926.75
511515,111515,Wallet,Success,3003.6
511516,111516,Card,Success,1959.59
511517,111517,UPI,Success,1177.59
511518,111518,Card,Success,1417.26
511519,111519,UPI,Failed,0
511520,111520,Card,Success,2599
511521,111521,UPI,Success,943
511522,111522,Wallet,Success,2017.92
511523,111523,Card,Success,4437.89
511524,111524,NetBanking,Success,3569.71
511525,111525,UPI,Success,1904.5
511526,111526,UPI,Success,1660.98
511527,111527,NetBanking,Success,114.1
511528,111528,Card,Success,1829.59
511529,111529,UPI,Success,4740.87
511530,111530,Card,Success,587.87
511531,111531,Wallet,Success,1698.16
511532,111532,UPI,Success,2006.66
511533,111533,Card,Success,1451.55
511534,111534,Wallet,Success,2647.43
511535,111535,COD,Success,643.03
511536,111536,UPI,Success,769.49
511537,111537,Card,Success,2710.1
511538,111538,Card,Refunded,0
511539,111539,Card,Success,1082.1
511540,111540,Wallet,Success,1082.47
511541,111541,Wallet,Success,2028
511542,111542,UPI,Success,4830.44
511543,111543,UPI,Success,368.01
511544,111544,Wallet,Success,98.96
511545,111545,UPI,Success,1245.06
511546,111546,UPI,Success,2661.51
511547,111547,COD,Success,2404.4
511548,111548,Card,Success,1497.55
511549,111549,COD,Success,1883.3
511550,111550,Wallet,Success,1376.22
511551,111551,UPI,Success,659.14
511552,111552,NetBanking,Success,3274.51
511553,111553,UPI,Success,2004.79
511554,111554,Card,Success,810.01
511555,111555,UPI,Failed,0
511556,111556,COD,Success,295.76
511557,111557,NetBanking,Success,2181.62
511558,111558,Wallet,Success,1449.05
511559,111559,NetBanking,Success,905.12
511560,111560,NetBanking,Success,614.76
511561,111561,UPI,Success,575.59
511562,111562,Card,Success,2796.8
511563,111563,UPI,Success,1704.83
511564,111564,COD,Success,1312.9
511565,111565,Wallet,Success,184.39
511566,111566,NetBanking,Success,3408.92
511567,111567,NetBanking,Success,2475.72
511568,111568,UPI,Success,1414.62
511569,111569,UPI,Success,1298.71
511570,111570,UPI,Success,273.16
511571,111571,Card,Success,1530.34
511572,111572,UPI,Success,2127.03
511573,111573,Wallet,Failed,0
511574,111574,UPI,Success,71.22999999999999
511575,111575,UPI,Success,3937.78
511576,111576,UPI,Success,2925.31
511577,111577,UPI,Success,577.91
511578,111578,UPI,Success,315.07
511579,111579,Wallet,Success,2396.6
511580,111580,Card,Success,1734.14
511581,111581,UPI,Success,2063.18
511582,111582,UPI,Success,1495.35
511583,111583,Card,Failed,0
511584,111584,Wallet,Success,295.99
511585,111585,UPI,Success,1191.58
511586,111586,UPI,Success,761.9
511587,111587,UPI,Success,3037.73
511588,111588,UPI,Success,1124.03
511589,111589,UPI,Success,50.42
511590,111590,Card,Success,1667.24
511591,111591,Card,Success,1987.46
511592,111592,UPI,Success,4005.96
511593,111593,COD,Success,505.41
511594,111594,UPI,Success,377.58
511595,111595,UPI,Success,179.55
511596,111596,NetBanking,Success,2102.73
511597,111597,COD,Success,693.53
511598,111598,UPI,Success,1751.23
511599,111599,Card,Success,2774.69
511600,111600,Wallet,Success,772.52
511601,111601,Card,Success,2283.31
511602,111602,UPI,Success,403.6
511603,111603,Wallet,Success,1012.66
511604,111604,UPI,Success,2829.35
511605,111605,UPI,Success,1775.84
511606,111606,UPI,Success,2439.14
511607,111607,Card,Success,1954.43
511608,111608,COD,Success,1729.03
511609,111609,UPI,Success,2607.13
511610,111610,UPI,Success,1745.34
511611,111611,UPI,Success,2194.93
511612,111612,Wallet,Success,1604.49
511613,111613,UPI,Success,2298.93
511614,111614,Card,Success,1916.68
511615,111615,UPI,Success,1868.4
511616,111616,Card,Success,391.74
511617,111617,UPI,Success,1652.38
511618,111618,COD,Success,573.26
511619,111619,UPI,Success,1472.68
511620,111620,UPI,Success,87.25999999999999
511621,111621,Card,Success,285.49
511622,111622,Card,Success,4569.09
511623,111623,UPI,Success,2311.18
511624,111624,UPI,Success,2044.03
511625,111625,Card,Success,1048.18
511626,111626,UPI,Success,1311.52
511627,111627,COD,Success,1685.69
511628,111628,Card,Success,2102.1
511629,111629,NetBanking,Success,1294.26
511630,111630,UPI,Success,2136.69
511631,111631,UPI,Success,508.52
511632,111632,UPI,Success,1545.15
511633,111633,UPI,Success,2424.08
511634,111634,UPI,Success,1011.51
511635,111635,Wallet,Success,299.62
511636,111636,COD,Success,2325.39
511637,111637,UPI,Success,1543.81
511638,111638,UPI,Success,358.18
511639,111639,Card,Success,1853.04
511640,111640,COD,Success,3655.58
511641,111641,UPI,Success,1088.64
511642,111642,Card,Success,2654.94
511643,111643,Card,Success,2532.97
511644,111644,UPI,Success,792.34
511645,111645,Card,Success,263.39
511646,111646,Card,Success,2998.04
511647,111647,Card,Success,514.78
511648,111648,UPI,Success,1935.6
511649,111649,Wallet,Success,372.85
511650,111650,UPI,Success,3078.32
511651,111651,UPI,Success,2620.16
511652,111652,UPI,Success,1317.68
511653,111653,COD,Success,464.59
