ticket_id,order_id,ticket_type,ticket_status,csat_rating
804416,107126,Delivery delay,Resolved,2
804417,131502,Damaged item,Resolved,3
804418,115019,Refund request,Resolved,2
804419,127685,Delivery delay,Resolved,2
804420,139969,Damaged item,Open,1
804421,102011,Delivery delay,Resolved,1
804422,106040,Delivery delay,Resolved,1
804423,116979,Delivery delay,Resolved,2
804424,115061,Refund request,Resolved,5
804425,140546,Missing item,Resolved,4
804426,134934,Refund request,Escalated,3
804427,124297,Delivery delay,Resolved,5
804428,138069,App issue,Resolved,2
804429,121485,Missing item,Resolved,1
804430,108072,App issue,Resolved,2
804431,134000,App issue,Escalated,4
804432,105690,Refund request,Resolved,4
804433,130696,Wrong item,Resolved,3
804434,132307,App issue,Resolved,4
804435,120128,App issue,Resolved,1
804436,131801,Wrong item,Open,2
804437,104714,Damaged item,Resolved,
804438,113292,Refund request,Resolved,1
804439,123367,Delivery delay,Open,5
804440,120979,Wrong item,Resolved,1
804441,102303,Refund request,Resolved,4
804442,126614,Damaged item,Resolved,2
804443,139184,Refund request,Resolved,
804444,126643,Payment issue,Resolved,
804445,108028,Delivery delay,Resolved,
804446,108161,Refund request,Resolved,2
804447,108714,Missing item,Resolved,
804448,111910,Delivery delay,Resolved,5
804449,112122,App issue,Resolved,3
804450,129979,Refund request,Resolved,1
804451,119849,Payment issue,Resolved,
804452,117261,Payment issue,Resolved,
804453,111717,App issue,Resolved,3
804454,111737,Delivery delay,Open,3
804455,129225,Delivery delay,Resolved,2
804456,139057,Damaged item,Resolved,
804457,105499,Missing item,Resolved,
804458,124208,Delivery delay,Resolved,5
804459,106079,Delivery delay,Resolved,4
804460,128453,Delivery delay,Resolved,2
804461,123782,Payment issue,Resolved,
804462,122550,App issue,Resolved,5
804463,106696,App issue,Open,1
804464,112743,Missing item,Resolved,2
804465,120586,Missing item,Resolved,2
804466,107675,Missing item,Resolved,4
804467,128634,Refund request,Open,5
804468,105827,Refund request,Open,1
804469,104745,Wrong item,Resolved,4
804470,124730,Refund request,Resolved,
804471,104462,Missing item,Open,3
804472,120408,Wrong item,Resolved,3
804473,113506,Delivery delay,Resolved,
804474,119347,Missing item,Resolved,4
804475,135202,App issue,Open,1
804476,111221,Missing item,Resolved,5
804477,102177,Refund request,Resolved,3
804478,115715,Wrong item,Resolved,1
804479,140704,Wrong item,Resolved,5
804480,116969,Wrong item,Open,5
804481,115311,Wrong item,Resolved,
804482,111136,Missing item,Resolved,
804483,113968,Wrong item,Resolved,2
804484,129548,Refund request,Resolved,1
804485,107065,Delivery delay,Resolved,4
804486,104578,App issue,Resolved,4
804487,108076,Delivery delay,Resolved,5
804488,125618,Refund request,Open,1
804489,136113,Delivery delay,Resolved,5
804490,113137,Refund request,Resolved,
804491,104975,Refund request,Open,5
804492,101150,App issue,Resolved,
804493,120432,Payment issue,Resolved,
804494,127562,Refund request,Escalated,1
804495,118508,Missing item,Open,3
804496,111328,Damaged item,Open,2
804497,106395,Refund request,Resolved,3
804498,123891,Refund request,Resolved,4
804499,112390,Delivery delay,Resolved,
804500,125139,Wrong item,Resolved,5
804501,134814,Missing item,Open,3
804502,110741,Delivery delay,Resolved,1
804503,111078,Missing item,Resolved,1
804504,102665,Refund request,Escalated,1
804505,127550,Wrong item,Resolved,4
804506,131844,Wrong item,Resolved,2
804507,137754,Damaged item,Resolved,4
804508,140104,Refund request,Open,5
804509,139310,Payment issue,Open,4
804510,111507,Missing item,Resolved,
804511,133659,Damaged item,Resolved,2
804512,135714,Damaged item,Resolved,4
804513,104794,Wrong item,Resolved,1
804514,101173,Refund request,Open,2
804515,138647,Refund request,Resolved,
804516,131459,Refund request,Resolved,2
804517,136628,Damaged item,Resolved,3
804518,129841,Delivery delay,Resolved,4
804519,103982,Delivery delay,Open,3
804520,119568,Delivery delay,Resolved,
804521,102592,Missing item,Resolved,1
804522,137357,Damaged item,Resolved,
804523,122670,Payment issue,Escalated,4
804524,101175,Damaged item,Resolved,5
804525,138508,Refund request,Resolved,2
804526,112555,Delivery delay,Resolved,4
804527,132997,App issue,Resolved,5
804528,141289,Delivery delay,Resolved,5
804529,112302,Damaged item,Escalated,5
804530,104012,Missing item,Resolved,4
804531,126569,Wrong item,Resolved,
804532,102625,Delivery delay,Resolved,1
804533,139212,Damaged item,Resolved,2
804534,123403,Delivery delay,Resolved,1
804535,126983,Delivery delay,Resolved,1
804536,135182,Refund request,Resolved,2
804537,137157,Missing item,Resolved,5
804538,139664,Refund request,Resolved,4
804539,130973,Missing item,Resolved,4
804540,136829,Payment issue,Resolved,
804541,119294,App issue,Escalated,1
804542,138082,App issue,Resolved,2
804543,136083,Payment issue,Open,2
804544,132508,Refund request,Resolved,2
804545,133299,App issue,Resolved,1
804546,120238,Damaged item,Resolved,4
804547,136519,Missing item,Resolved,5
804548,134392,Wrong item,Resolved,
804549,140411,Delivery delay,Resolved,5
804550,101069,Delivery delay,Resolved,
804551,112848,Payment issue,Resolved,4
804552,110232,Refund request,Open,1
804553,112658,Delivery delay,Resolved,
804554,133291,Delivery delay,Escalated,1
804555,103131,Missing item,Resolved,4
804556,133254,App issue,Resolved,5
804557,124563,Delivery delay,Resolved,3
804558,107670,Delivery delay,Resolved,5
804559,135689,Refund request,Resolved,5
804560,119064,Delivery delay,Resolved,1
804561,111059,Refund request,Resolved,2
804562,129806,Refund request,Resolved,4
804563,104449,App issue,Resolved,3
804564,120053,Delivery delay,Resolved,1
804565,111496,Delivery delay,Resolved,1
804566,116929,Refund request,Resolved,5
804567,101843,Delivery delay,Resolved,
804568,111288,Missing item,Resolved,3
804569,125118,Delivery delay,Resolved,3
804570,116628,Delivery delay,Resolved,5
804571,132618,Refund request,Resolved,5
804572,104147,Refund request,Resolved,
804573,138110,Wrong item,Resolved,3
804574,139582,Delivery delay,Resolved,5
804575,135291,Refund request,Resolved,
804576,110426,App issue,Open,
804577,124434,Wrong item,Resolved,1
804578,101316,Wrong item,Resolved,2
804579,137068,Refund request,Resolved,
804580,120898,Delivery delay,Open,2
804581,111728,Delivery delay,Open,2
804582,136238,App issue,Resolved,2
804583,122962,App issue,Resolved,
804584,107960,Delivery delay,Resolved,4
804585,112446,App issue,Resolved,
804586,105468,App issue,Open,
804587,128005,App issue,Resolved,3
804588,120628,Missing item,Resolved,2
804589,129330,App issue,Open,5
804590,112672,Damaged item,Resolved,5
804591,139938,Delivery delay,Resolved,
804592,141822,Delivery delay,Resolved,4
804593,118504,Delivery delay,Resolved,
804594,132715,App issue,Resolved,
804595,126733,Missing item,Resolved,4
804596,132494,Wrong item,Resolved,5
804597,114511,App issue,Resolved,5
804598,126623,Delivery delay,Resolved,3
804599,102158,Refund request,Resolved,5
804600,113996,App issue,Resolved,2
804601,107623,Refund request,Resolved,1
804602,131273,Refund request,Resolved,4
804603,100780,Missing item,Resolved,
804604,137796,Delivery delay,Resolved,5
804605,140670,Damaged item,Resolved,4
804606,134133,Refund request,Open,2
804607,125824,Refund request,Resolved,
804608,130354,Wrong item,Resolved,2
804609,113309,Wrong item,Resolved,4
804610,133666,Delivery delay,Open,3
804611,107258,Payment issue,Resolved,4
804612,118797,Damaged item,Escalated,5
804613,101835,Wrong item,Escalated,3
804614,120990,Wrong item,Resolved,1
804615,106352,Wrong item,Resolved,5
804616,109066,Wrong item,Open,1
804617,124807,Delivery delay,Resolved,4
804618,122958,Delivery delay,Resolved,3
804619,124050,Refund request,Resolved,
804620,133985,Wrong item,Resolved,1
804621,103702,Refund request,Resolved,5
804622,107170,Wrong item,Resolved,2
804623,123789,Refund request,Resolved,4
804624,137674,Wrong item,Resolved,3
804625,115846,Payment issue,Resolved,1
804626,105243,Payment issue,Resolved,2
804627,109813,Refund request,Open,3
804628,107418,Delivery delay,Resolved,1
804629,102747,App issue,Resolved,2
804630,122166,Refund request,Open,2
804631,111780,App issue,Resolved,
804632,139350,Missing item,Resolved,
804633,104711,Damaged item,Resolved,3
804634,106091,Refund request,Resolved,2
804635,107524,Wrong item,Escalated,4
804636,108907,Delivery delay,Open,
804637,104976,Missing item,Resolved,1
804638,128325,Damaged item,Open,3
804639,124736,Delivery delay,Resolved,
804640,107129,Refund request,Open,2
804641,101438,Wrong item,Resolved,5
804642,135259,Refund request,Resolved,
804643,139151,App issue,Resolved,2
804644,103394,Wrong item,Resolved,1
804645,135461,Damaged item,Resolved,5
804646,139413,Refund request,Resolved,1
804647,117838,Delivery delay,Resolved,5
804648,128900,Delivery delay,Resolved,
804649,114061,Delivery delay,Resolved,3
804650,125018,Refund request,Resolved,3
804651,114288,Refund request,Resolved,
804652,130004,Delivery delay,Resolved,2
804653,118808,Payment issue,Resolved,1
804654,106217,Delivery delay,Escalated,1
804655,104989,Damaged item,Resolved,3
804656,123008,Wrong item,Resolved,4
804657,138526,Payment issue,Resolved,2
804658,128225,Refund request,Resolved,5
804659,138943,Missing item,Resolved,1
804660,130488,Payment issue,Resolved,
804661,125948,Damaged item,Resolved,4
804662,112725,Damaged item,Resolved,1
804663,134840,Damaged item,Resolved,
804664,133898,Refund request,Resolved,5
804665,100025,Delivery delay,Resolved,
804666,138367,Payment issue,Resolved,5
804667,126292,Missing item,Resolved,1
804668,133511,App issue,Resolved,
804669,105507,Missing item,Resolved,4
804670,103371,Delivery delay,Resolved,2
804671,114538,Wrong item,Resolved,5
804672,123312,Missing item,Resolved,5
804673,125775,Delivery delay,Resolved,1
804674,128493,Missing item,Resolved,
804675,141202,Refund request,Resolved,5
804676,111977,Missing item,Resolved,
804677,125712,Damaged item,Resolved,2
804678,135414,Delivery delay,Resolved,4
804679,127857,App issue,Resolved,
804680,111659,Missing item,Open,
804681,101237,Payment issue,Resolved,3
804682,111121,Delivery delay,Resolved,5
804683,101557,Delivery delay,Resolved,
804684,113514,Delivery delay,Resolved,2
804685,100100,Delivery delay,Resolved,2
804686,108446,Delivery delay,Resolved,
804687,101812,Missing item,Resolved,3
804688,133804,Payment issue,Escalated,1
804689,130077,Refund request,Resolved,2
804690,119025,Wrong item,Resolved,3
804691,134348,Refund request,Open,2
804692,105469,Refund request,Open,4
804693,108728,App issue,Resolved,5
804694,117840,Delivery delay,Resolved,4
804695,129435,App issue,Resolved,3
804696,117690,Delivery delay,Resolved,2
804697,114615,Wrong item,Resolved,2
804698,119562,Refund request,Escalated,4
804699,138185,Refund request,Open,2
804700,114947,Refund request,Resolved,2
804701,133583,App issue,Open,1
804702,132569,Missing item,Resolved,5
804703,107944,Delivery delay,Resolved,1
804704,109657,Delivery delay,Resolved,3
804705,126577,Damaged item,Resolved,4
804706,140458,App issue,Resolved,
804707,132082,Missing item,Open,
804708,116615,App issue,Resolved,4
804709,101833,Delivery delay,Resolved,3
804710,125965,Refund request,Resolved,3
804711,128683,Missing item,Resolved,2
804712,101240,Wrong item,Open,5
804713,100464,Refund request,Resolved,1
804714,101712,Refund request,Open,2
804715,132426,Payment issue,Open,4
804716,121210,Wrong item,Resolved,1
804717,124412,App issue,Open,1
804718,137758,Payment issue,Escalated,
804719,118360,Delivery delay,Resolved,
804720,102528,App issue,Open,3
804721,120010,App issue,Resolved,2
804722,140939,Missing item,Resolved,2
804723,130185,Delivery delay,Resolved,
804724,115348,Missing item,Resolved,3
804725,104445,Wrong item,Open,2
804726,113002,Wrong item,Resolved,2
804727,123300,Damaged item,Resolved,
804728,101274,Delivery delay,Resolved,
804729,106894,Delivery delay,Resolved,
804730,118992,Refund request,Resolved,
804731,103339,Delivery delay,Resolved,4
804732,112100,Wrong item,Resolved,1
804733,114760,Refund request,Resolved,2
804734,137980,Delivery delay,Resolved,
804735,101052,Delivery delay,Resolved,1
804736,106955,Delivery delay,Resolved,
804737,124234,Damaged item,Resolved,3
804738,139015,Wrong item,Resolved,2
804739,103116,App issue,Resolved,
804740,122677,Missing item,Resolved,1
804741,116991,Delivery delay,Resolved,1
804742,113144,Delivery delay,Resolved,
804743,141563,Missing item,Resolved,
804744,121560,Delivery delay,Resolved,3
804745,100858,App issue,Open,4
804746,120069,Refund request,Open,2
804747,117293,Refund request,Resolved,2
804748,141603,Delivery delay,Resolved,3
804749,141329,Wrong item,Resolved,4
804750,141072,Delivery delay,Open,3
804751,116556,Refund request,Open,4
804752,102409,Refund request,Resolved,1
804753,133930,App issue,Resolved,5
804754,130826,Damaged item,Resolved,4
804755,124628,Damaged item,Resolved,5
804756,108901,Delivery delay,Resolved,1
804757,127318,Delivery delay,Open,4
804758,134296,Damaged item,Resolved,3
804759,113527,Wrong item,Resolved,4
804760,124935,Damaged item,Resolved,4
804761,110144,Payment issue,Resolved,1
804762,115818,Wrong item,Resolved,3
804763,141059,Refund request,Resolved,2
804764,125014,Missing item,Resolved,5
804765,121849,Damaged item,Resolved,5
804766,118281,Damaged item,Resolved,4
804767,137054,Missing item,Open,3
804768,117185,Refund request,Resolved,5
804769,115950,App issue,Open,1
804770,139503,Wrong item,Resolved,4
804771,113720,App issue,Open,2
804772,116696,Delivery delay,Open,2
804773,109962,Wrong item,Resolved,
804774,138147,Missing item,Resolved,3
804775,134543,Delivery delay,Resolved,5
804776,133954,App issue,Resolved,4
804777,126584,Delivery delay,Open,
804778,139439,Missing item,Resolved,3
804779,117174,App issue,Resolved,
804780,111317,App issue,Resolved,1
804781,123547,Delivery delay,Resolved,5
804782,108495,App issue,Open,
804783,114925,Delivery delay,Resolved,
804784,108815,Missing item,Resolved,5
804785,107704,Wrong item,Resolved,4
804786,141762,Refund request,Escalated,3
804787,128685,Missing item,Open,4
804788,127502,Delivery delay,Resolved,
804789,124470,Delivery delay,Resolved,1
804790,119776,App issue,Resolved,
804791,110501,App issue,Resolved,2
804792,135548,Delivery delay,Resolved,
804793,110045,App issue,Resolved,5
804794,138946,Delivery delay,Resolved,4
804795,136282,App issue,Resolved,4
804796,138523,App issue,Open,5
804797,103982,Wrong item,Resolved,5
804798,103040,Refund request,Resolved,
804799,119192,App issue,Open,5
804800,124615,Delivery delay,Open,3
804801,135333,Delivery delay,Resolved,2
804802,115542,Payment issue,Resolved,4
804803,122899,Delivery delay,Resolved,5
804804,122354,Payment issue,Resolved,1
804805,122534,Refund request,Open,2
804806,101753,Refund request,Resolved,2
804807,106684,App issue,Resolved,4
804808,129081,Delivery delay,Resolved,2
804809,137237,App issue,Resolved,2
804810,132132,Delivery delay,Resolved,
804811,104537,Delivery delay,Open,
804812,139667,Delivery delay,Open,4
804813,105952,Delivery delay,Resolved,1
804814,118093,App issue,Resolved,2
804815,108440,Missing item,Resolved,5
804816,111132,App issue,Open,
804817,121714,Delivery delay,Resolved,
804818,123085,App issue,Open,
804819,114891,Damaged item,Resolved,3
804820,128367,App issue,Open,1
804821,108575,Delivery delay,Resolved,1
804822,127791,Refund request,Resolved,5
804823,124825,Refund request,Escalated,4
804824,134355,Missing item,Resolved,2
804825,137243,App issue,Open,1
804826,115952,App issue,Resolved,3
804827,137683,Missing item,Resolved,5
804828,136491,Refund request,Resolved,5
804829,130080,Refund request,Resolved,1
804830,107409,Refund request,Open,1
804831,134472,Damaged item,Resolved,
804832,105683,Delivery delay,Resolved,2
804833,104022,Damaged item,Resolved,3
804834,110624,Missing item,Open,2
804835,101437,Delivery delay,Resolved,
804836,106599,Wrong item,Resolved,1
804837,111934,Delivery delay,Resolved,3
804838,119301,Damaged item,Resolved,3
804839,130270,Wrong item,Resolved,4
804840,128817,Missing item,Resolved,3
804841,118272,Damaged item,Resolved,4
804842,117172,Delivery delay,Resolved,4
804843,139733,Wrong item,Escalated,
804844,104092,Payment issue,Resolved,5
804845,125853,App issue,Resolved,4
804846,127253,Refund request,Resolved,
804847,102352,Delivery delay,Escalated,2
804848,132196,Missing item,Resolved,4
804849,126462,Refund request,Resolved,5
804850,117605,Wrong item,Escalated,3
804851,112394,Payment issue,Resolved,5
804852,109689,Wrong item,Escalated,2
804853,127537,Delivery delay,Escalated,4
804854,112670,Damaged item,Resolved,2
804855,125490,Refund request,Resolved,2
804856,137711,Damaged item,Resolved,4
804857,101420,App issue,Resolved,3
804858,118728,Delivery delay,Resolved,5
804859,105456,Missing item,Resolved,5
804860,107735,Refund request,Open,2
804861,131374,Damaged item,Resolved,
804862,130811,Missing item,Escalated,
804863,127651,Damaged item,Resolved,3
804864,129735,Missing item,Resolved,4
804865,101393,Refund request,Open,4
804866,131610,Refund request,Resolved,
804867,136421,Payment issue,Resolved,5
804868,108887,Missing item,Resolved,2
804869,107710,App issue,Resolved,1
804870,102827,App issue,Resolved,
804871,141966,Damaged item,Open,5
804872,128938,Missing item,Resolved,3
804873,118176,Refund request,Resolved,
804874,115661,Refund request,Open,3
804875,141125,Refund request,Resolved,1
804876,126097,App issue,Resolved,5
804877,109919,Damaged item,Resolved,
804878,109828,Damaged item,Resolved,2
804879,132781,Delivery delay,Open,3
804880,123715,Refund request,Resolved,3
804881,111259,Delivery delay,Open,1
804882,110653,Delivery delay,Resolved,5
804883,120862,Delivery delay,Resolved,2
804884,125332,App issue,Resolved,4
804885,136113,Wrong item,Escalated,1
804886,131134,Delivery delay,Resolved,4
804887,101332,Delivery delay,Resolved,2
804888,108681,Delivery delay,Resolved,
804889,101029,Delivery delay,Escalated,1
804890,112560,Wrong item,Resolved,
804891,129626,Damaged item,Resolved,1
804892,135402,Refund request,Resolved,5
804893,109218,Delivery delay,Resolved,3
804894,114011,Refund request,Resolved,1
804895,122293,Refund request,Escalated,3
804896,110965,Delivery delay,Escalated,3
804897,114797,Refund request,Resolved,3
804898,130751,App issue,Open,5
804899,141336,Missing item,Resolved,3
804900,124013,Delivery delay,Resolved,5
804901,131522,Refund request,Resolved,2
804902,106558,Refund request,Resolved,
804903,121482,App issue,Resolved,2
804904,123083,Wrong item,Resolved,4
804905,135193,Payment issue,Resolved,2
804906,121028,Delivery delay,Resolved,5
804907,126697,Wrong item,Resolved,4
804908,103282,Payment issue,Resolved,4
804909,111471,Delivery delay,Resolved,2
804910,121219,Damaged item,Escalated,
804911,123591,Delivery delay,Resolved,1
804912,126730,App issue,Resolved,5
804913,111411,Wrong item,Resolved,1
804914,100371,App issue,Resolved,4
804915,110979,Delivery delay,Open,5
804916,102669,Payment issue,Resolved,1
804917,132863,Delivery delay,Resolved,3
804918,137687,Missing item,Resolved,5
804919,135241,App issue,Open,4
804920,127094,Missing item,Resolved,3
804921,126738,Delivery delay,Resolved,
804922,129013,Damaged item,Escalated,1
804923,123227,Refund request,Resolved,4
804924,107076,Delivery delay,Resolved,
804925,130973,Delivery delay,Resolved,
804926,111250,Damaged item,Resolved,3
804927,102996,App issue,Resolved,3
804928,108967,App issue,Resolved,
804929,130136,Delivery delay,Open,1
804930,111422,Refund request,Resolved,
804931,112083,Refund request,Resolved,5
804932,122848,App issue,Resolved,5
804933,117111,Missing item,Resolved,
804934,133238,Refund request,Resolved,5
804935,125191,Damaged item,Resolved,5
804936,137882,App issue,Resolved,5
804937,107221,Missing item,Resolved,3
804938,104143,Refund request,Open,
804939,129442,Missing item,Resolved,2
804940,133178,App issue,Open,
804941,117645,Wrong item,Resolved,5
804942,101827,Payment issue,Resolved,1
804943,122953,Missing item,Resolved,2
804944,127344,Damaged item,Resolved,3
804945,114343,Delivery delay,Escalated,1
804946,130892,Missing item,Resolved,4
804947,137843,Delivery delay,Resolved,1
804948,119900,App issue,Resolved,
804949,121021,Delivery delay,Resolved,3
804950,112189,Damaged item,Resolved,3
804951,110580,Missing item,Resolved,1
804952,138292,Missing item,Resolved,5
804953,125345,Payment issue,Resolved,3
804954,109778,Delivery delay,Resolved,
804955,139817,Delivery delay,Resolved,
804956,141251,Damaged item,Resolved,5
804957,126920,Damaged item,Resolved,5
804958,117701,Wrong item,Resolved,2
804959,108081,Delivery delay,Resolved,
804960,128843,Refund request,Resolved,
804961,106640,Delivery delay,Resolved,5
804962,119353,Payment issue,Resolved,4
804963,137565,Damaged item,Resolved,
804964,128068,Missing item,Resolved,3
804965,137016,Missing item,Resolved,5
804966,139659,Missing item,Resolved,2
804967,107073,Missing item,Resolved,5
804968,110054,Refund request,Resolved,1
804969,105500,Missing item,Resolved,2
804970,101429,Wrong item,Resolved,4
804971,118190,Delivery delay,Open,2
804972,117818,App issue,Resolved,
804973,126824,Missing item,Open,5
804974,130281,Damaged item,Resolved,3
804975,101608,Missing item,Open,5
804976,137338,Wrong item,Resolved,1
804977,126935,Wrong item,Resolved,5
804978,100049,Missing item,Resolved,2
804979,127212,Missing item,Resolved,2
804980,101629,Delivery delay,Open,2
804981,116146,Wrong item,Resolved,4
804982,105211,Damaged item,Resolved,3
804983,140368,Delivery delay,Resolved,
804984,120873,Delivery delay,Resolved,3
804985,102499,Delivery delay,Resolved,
804986,128594,Missing item,Open,4
804987,139313,Payment issue,Escalated,4
804988,137341,Wrong item,Resolved,4
804989,110448,Refund request,Resolved,1
804990,140237,Refund request,Resolved,3
804991,102547,App issue,Resolved,1
804992,100574,Damaged item,Resolved,4
804993,119578,Wrong item,Resolved,5
804994,138034,Payment issue,Resolved,1
804995,135256,Delivery delay,Resolved,4
804996,115237,Delivery delay,Resolved,3
804997,124176,Damaged item,Resolved,1
804998,116608,Refund request,Open,4
804999,113916,Damaged item,Resolved,4
805000,119774,Delivery delay,Resolved,
805001,107581,Refund request,Resolved,
805002,111161,Missing item,Resolved,
805003,129043,Delivery delay,Resolved,4
805004,109319,Refund request,Resolved,
805005,103173,Delivery delay,Resolved,4
805006,137663,Delivery delay,Escalated,2
805007,130462,Wrong item,Open,3
805008,121384,Refund request,Resolved,
805009,136812,Delivery delay,Open,1
805010,118862,Wrong item,Resolved,1
805011,138354,Refund request,Resolved,2
805012,121070,Delivery delay,Resolved,2
805013,139932,Refund request,Resolved,5
805014,130689,Delivery delay,Resolved,3
805015,118048,App issue,Resolved,5
805016,107286,Payment issue,Resolved,3
805017,108249,Delivery delay,Resolved,1
805018,101419,Missing item,Resolved,3
805019,118014,Wrong item,Resolved,4
805020,123809,Missing item,Open,
805021,135965,Damaged item,Open,5
805022,138494,Refund request,Resolved,2
805023,129653,Refund request,Resolved,4
805024,106367,Delivery delay,Resolved,3
805025,103582,Payment issue,Resolved,5
805026,117506,Delivery delay,Resolved,3
805027,105009,Wrong item,Resolved,
805028,137598,App issue,Resolved,1
805029,127138,Wrong item,Resolved,4
805030,140197,Refund request,Resolved,3
805031,120461,Refund request,Resolved,1
805032,124927,Refund request,Resolved,1
805033,110640,Delivery delay,Resolved,1
805034,117647,Missing item,Resolved,3
805035,118632,Payment issue,Resolved,1
805036,121245,App issue,Resolved,3
805037,129078,Wrong item,Resolved,2
805038,105918,Wrong item,Resolved,4
805039,106080,Delivery delay,Open,2
805040,124617,Payment issue,Resolved,5
805041,131051,Wrong item,Resolved,
805042,102583,Wrong item,Resolved,1
805043,103141,Refund request,Resolved,3
805044,101591,Delivery delay,Resolved,1
805045,138506,Payment issue,Open,
805046,118068,Payment issue,Open,1
805047,113128,Delivery delay,Resolved,1
805048,122648,Missing item,Resolved,1
805049,110940,Missing item,Resolved,5
805050,140190,Damaged item,Open,4
805051,102511,Delivery delay,Resolved,
805052,106665,Missing item,Resolved,1
805053,100728,Missing item,Resolved,4
805054,134441,Delivery delay,Resolved,5
805055,111379,Payment issue,Resolved,
805056,134619,Damaged item,Open,4
805057,141504,Missing item,Resolved,4
805058,102422,App issue,Escalated,2
805059,118559,Damaged item,Resolved,
805060,115923,App issue,Resolved,
805061,110059,Delivery delay,Resolved,1
805062,112988,Delivery delay,Resolved,
805063,130292,Delivery delay,Resolved,1
805064,100604,Refund request,Resolved,2
805065,118760,Refund request,Resolved,1
805066,101921,Refund request,Resolved,1
805067,128088,Refund request,Resolved,5
805068,100856,Delivery delay,Resolved,1
805069,123153,Delivery delay,Resolved,
805070,104378,Refund request,Resolved,
805071,103196,App issue,Resolved,5
805072,136737,Delivery delay,Open,1
805073,122207,Missing item,Resolved,
805074,132464,Delivery delay,Resolved,1
805075,126753,Missing item,Resolved,5
805076,107026,Delivery delay,Resolved,
805077,103082,Damaged item,Resolved,2
805078,124603,Delivery delay,Resolved,2
805079,139290,Payment issue,Resolved,4
805080,107523,Payment issue,Escalated,5
805081,127024,Damaged item,Resolved,3
805082,107250,Payment issue,Resolved,
805083,133132,Delivery delay,Open,3
805084,116687,App issue,Escalated,5
805085,102033,Damaged item,Resolved,
805086,139601,App issue,Escalated,
805087,113432,Payment issue,Resolved,1
805088,131528,App issue,Resolved,
805089,141892,Delivery delay,Resolved,
805090,113463,App issue,Resolved,5
805091,136669,Refund request,Resolved,2
805092,134767,Missing item,Resolved,5
805093,125514,App issue,Open,
805094,136072,Wrong item,Resolved,3
805095,106912,Missing item,Resolved,2
805096,132674,Delivery delay,Escalated,5
805097,106981,Refund request,Resolved,3
805098,131381,Delivery delay,Resolved,
805099,135828,Wrong item,Resolved,4
805100,115335,Refund request,Open,4
805101,141688,Refund request,Resolved,5
805102,137337,Wrong item,Resolved,5
805103,136776,Delivery delay,Resolved,3
805104,115359,Delivery delay,Resolved,4
805105,100221,Refund request,Escalated,3
805106,118111,App issue,Resolved,2
805107,120552,Delivery delay,Resolved,
805108,123119,Delivery delay,Resolved,1
805109,114424,Delivery delay,Resolved,3
805110,117041,Payment issue,Resolved,3
805111,108821,Missing item,Resolved,3
805112,124950,Payment issue,Resolved,
805113,139024,Refund request,Resolved,
805114,137905,Delivery delay,Resolved,3
805115,123440,App issue,Resolved,5
805116,131321,Refund request,Open,
805117,129900,App issue,Open,1
805118,108110,App issue,Open,1
805119,134506,Wrong item,Resolved,3
805120,134546,Refund request,Resolved,1
805121,141641,App issue,Resolved,
805122,132373,Delivery delay,Resolved,3
805123,121493,Refund request,Resolved,3
805124,104441,Delivery delay,Resolved,1
805125,125544,Payment issue,Resolved,2
805126,105871,Refund request,Resolved,3
805127,109002,App issue,Resolved,
805128,100158,App issue,Resolved,1
805129,134569,Payment issue,Resolved,5
805130,126419,Missing item,Resolved,
805131,130194,Missing item,Resolved,2
805132,103616,Delivery delay,Resolved,5
805133,119418,Delivery delay,Resolved,1
805134,103150,Delivery delay,Resolved,1
805135,106578,Refund request,Open,4
805136,108998,Damaged item,Resolved,
805137,101578,Payment issue,Resolved,2
805138,108226,Payment issue,Resolved,5
805139,106642,App issue,Resolved,1
805140,127585,Delivery delay,Resolved,3
805141,107770,App issue,Resolved,4
805142,138852,Delivery delay,Escalated,4
805143,120503,Damaged item,Resolved,1
805144,125508,Refund request,Open,3
805145,132368,Refund request,Resolved,3
805146,140421,Missing item,Open,1
805147,111564,Damaged item,Escalated,
805148,136240,Refund request,Resolved,4
805149,138005,Delivery delay,Resolved,3
805150,122804,App issue,Resolved,3
805151,116866,Delivery delay,Resolved,
805152,103300,App issue,Open,3
805153,104242,Refund request,Resolved,5
805154,128570,Wrong item,Resolved,3
805155,119551,Delivery delay,Open,2
805156,130191,Delivery delay,Resolved,3
805157,128888,Delivery delay,Escalated,2
805158,113902,Delivery delay,Resolved,
805159,121427,Refund request,Resolved,4
805160,108561,Refund request,Resolved,2
805161,104320,Refund request,Resolved,
805162,103608,App issue,Resolved,3
805163,135392,Refund request,Resolved,4
805164,110703,Delivery delay,Resolved,5
805165,127946,Payment issue,Resolved,
805166,119362,Refund request,Resolved,4
805167,115845,Payment issue,Resolved,
805168,140045,App issue,Open,
805169,116853,Delivery delay,Resolved,3
805170,133770,Missing item,Resolved,5
805171,112253,Wrong item,Resolved,
805172,132500,Delivery delay,Escalated,4
805173,141269,Delivery delay,Resolved,1
805174,102382,Refund request,Resolved,1
805175,115794,Refund request,Open,2
805176,133719,Delivery delay,Resolved,4
805177,110025,Delivery delay,Open,4
805178,116455,Wrong item,Open,3
805179,107401,Missing item,Resolved,
805180,141581,Refund request,Resolved,
805181,132310,Wrong item,Resolved,4
805182,123880,Missing item,Resolved,1
805183,110043,Damaged item,Resolved,3
805184,110837,Refund request,Open,
