delivery_id,order_id,dark_store_id,delivery_type,delivery_time_min,late_delivery_flag
702486,102486,21,Ev,17,0
702487,102487,7,Cycle,23.2,0
702488,102488,18,Cycle,22.2,0
702489,102489,22,Bike,17.8,0
702490,102490,25,Bike,21.2,0
702491,102491,1,Bike,18.1,0
702492,102492,22,Bike,16.9,0
702493,102493,30,Cycle,30.9,1
702494,102494,25,Ev,22.1,0
702495,102495,19,Ev,9.3,0
702496,102496,12,Bike,23.6,0
702497,102497,17,Bike,20.5,0
702498,102498,22,Bike,36.8,1
702499,102499,4,Bike,20.3,0
702500,102500,29,Bike,17,0
702501,102501,25,Ev,22.2,0
702502,102502,29,Bike,16.1,0
702503,102503,2,Ev,16.1,0
702504,102504,18,Ev,9.4,0
702505,102505,4,Cycle,12.6,0
702506,102506,29,Bike,18.2,0
702507,102507,22,Bike,17.9,0
702508,102508,18,Bike,23.3,0
702509,102509,26,Bike,14.7,0
702510,102510,13,Bike,23.8,0
702511,102511,28,Bike,16.3,0
702512,102512,28,Ev,9.8,0
702513,102513,6,Bike,23.8,0
702514,102514,19,Ev,17.5,0
702515,102515,14,Cycle,23.7,0
702516,102516,6,Bike,22.4,0
702517,102517,7,Bike,17.7,0
702518,102518,10,Bike,17.8,0
702519,102519,13,Bike,20.9,0
702520,102520,8,Bike,13.6,0
702521,102521,23,Ev,16,0
702522,102522,3,Bike,13.8,0
702523,102523,29,Bike,32,1
702524,102524,12,Bike,14.1,0
702525,102525,23,Cycle,20.8,0
702526,102526,29,Bike,31,1
702527,102527,4,Bike,22.4,0
702528,102528,17,Ev,22.1,0
702529,102529,29,Bike,31.9,1
702530,102530,11,Bike,15.7,0
702531,102531,24,Bike,14.9,0
702532,102532,17,Bike,8.5,0
702533,102533,15,Bike,10.6,0
702534,102534,23,Cycle,14.7,0
702535,102535,7,Bike,24,0
702536,102536,7,Bike,26.4,1
702537,102537,12,Bike,14.5,0
702538,102538,17,Bike,9.1,0
702539,102539,15,Bike,22.9,0
702540,102540,20,Bike,18,0
702541,102541,11,Ev,14.1,0
702542,102542,7,Bike,8.2,0
702543,102543,13,Bike,14.6,0
702544,102544,28,Bike,16,0
702545,102545,14,Bike,17.7,0
702546,102546,10,Bike,17.8,0
702547,102547,26,Bike,38.3,1
702548,102548,26,Bike,22.6,0
702549,102549,21,Bike,24.3,0
702550,102550,25,Bike,17.7,0
702551,102551,27,Bike,14.9,0
702552,102552,17,Bike,15.4,0
702553,102553,20,Bike,24.2,0
702554,102554,30,Bike,16.8,0
702555,102555,6,Bike,10.7,0
702556,102556,20,Bike,11.8,0
702557,102557,22,Bike,20.8,0
702558,102558,25,Bike,21.2,0
702559,102559,8,Bike,22.8,0
702560,102560,8,Cycle,29.5,1
702561,102561,12,Bike,24.6,0
702562,102562,14,Ev,24.4,0
702563,102563,29,Bike,14.7,0
702564,102564,20,Bike,11.2,0
702565,102565,18,Bike,19,0
702566,102566,23,Ev,17.5,0
702567,102567,26,Bike,26.8,1
702568,102568,28,Bike,24.1,0
702569,102569,19,Bike,21.3,0
702570,102570,18,Bike,28.2,1
702571,102571,6,Bike,31.9,1
702572,102572,12,Bike,22.3,0
702573,102573,25,Bike,16.8,0
702574,102574,3,Bike,14.4,0
702575,102575,18,Bike,20.3,0
702576,102576,5,Bike,15.1,0
702577,102577,25,Cycle,28.1,1
702578,102578,27,Ev,7.7,0
702579,102579,6,Bike,19.2,0
702580,102580,28,Ev,17.8,0
702581,102581,5,Bike,19.4,0
702582,102582,10,Bike,14.1,0
702583,102583,3,Bike,22.3,0
702584,102584,16,Bike,9.8,0
702585,102585,14,Bike,13.9,0
702586,102586,30,Ev,24.2,0
702587,102587,27,Cycle,11.3,0
702588,102588,1,Bike,19.2,0
702589,102589,16,Ev,23.3,0
702590,102590,23,Bike,31.3,1
702591,102591,17,Bike,14.7,0
702592,102592,12,Bike,23.5,0
702593,102593,7,Ev,18.1,0
702594,102594,26,Bike,22.8,0
702595,102595,2,Ev,16,0
702596,102596,29,Bike,15.7,0
702597,102597,25,Ev,21.7,0
702598,102598,10,Ev,15.6,0
702599,102599,7,Bike,21.9,0
702600,102600,17,Bike,16.2,0
702601,102601,13,Bike,12.1,0
702602,102602,27,Ev,27.2,1
702603,102603,18,Bike,16.4,0
702604,102604,26,Ev,16.7,0
702605,102605,24,Ev,22.1,0
702606,102606,25,Bike,20.1,0
702607,102607,25,Bike,21.9,0
702608,102608,25,Bike,31.5,1
702609,102609,7,Bike,20.2,0
702610,102610,21,Bike,10.2,0
702611,102611,14,Bike,28.1,1
702612,102612,6,Bike,18.1,0
702613,102613,26,Bike,24.1,0
702614,102614,21,Ev,20.3,0
702615,102615,9,Bike,7.5,0
702616,102616,16,Bike,21.2,0
702617,102617,29,Ev,17.9,0
702618,102618,22,Bike,19.3,0
702619,102619,20,Ev,18.3,0
702620,102620,24,Ev,26.1,1
702621,102621,8,Bike,15.1,0
702622,102622,18,Bike,19.1,0
702623,102623,12,Bike,20.5,0
702624,102624,11,Ev,17.5,0
702625,102625,19,Bike,15,0
702626,102626,,Bike,16.5,0
702627,102627,24,Bike,18.2,0
702628,102628,20,Bike,19.6,0
702629,102629,6,Bike,19.2,0
702630,102630,30,Bike,17.2,0
702631,102631,12,Bike,15.3,0
702632,102632,20,Bike,18.2,0
702633,102633,26,Bike,17,0
702634,102634,25,Ev,18.2,0
702635,102635,13,Bike,17.1,0
702636,102636,3,Bike,16.7,0
702637,102637,27,Ev,14.8,0
702638,102638,18,Ev,7.9,0
702639,102639,27,Bike,16.3,0
702640,102640,3,Bike,9.6,0
702641,102641,10,Bike,23.1,0
702642,102642,14,Bike,14.4,0
702643,102643,25,Ev,13.9,0
702644,102644,22,Bike,16.2,0
702645,102645,2,Bike,17.1,0
702646,102646,21,Bike,24.4,0
702647,102647,10,Ev,11.7,0
702648,102648,21,Ev,19.1,0
702649,102649,30,Bike,20,0
702650,102650,12,Ev,18.6,0
702651,102651,20,Bike,14.9,0
702652,102652,1,Bike,21.1,0
702653,102653,2,Bike,13.3,0
702654,102654,26,Bike,18.5,0
702655,102655,23,Bike,8.2,0
702656,102656,12,Ev,16.3,0
702657,102657,5,Cycle,8.3,0
702658,102658,15,Bike,20.1,0
702659,102659,18,Ev,18.5,0
702660,102660,15,Bike,19.5,0
702661,102661,11,Bike,18.1,0
702662,102662,16,Bike,12,0
702663,102663,17,Cycle,21.7,0
702664,102664,15,Bike,18.1,0
702665,102665,14,Bike,20.4,0
702666,102666,10,Bike,16.6,0
702667,102667,10,Cycle,8.7,0
702668,102668,5,Bike,10.6,0
702669,102669,21,Bike,23.3,0
702670,102670,28,Bike,17,0
702671,102671,12,Bike,13.9,0
702672,102672,3,Ev,21.9,0
702673,102673,22,Ev,15.8,0
702674,102674,19,Bike,24.5,0
702675,102675,28,Bike,11.3,0
702676,102676,8,Bike,11.9,0
702677,102677,25,Cycle,15.2,0
702678,102678,25,Bike,29.8,1
702679,102679,29,Ev,14.1,0
702680,102680,9,Ev,17.7,0
702681,102681,20,Bike,15.8,0
702682,102682,22,Ev,20.1,0
702683,102683,10,Bike,19.4,0
702684,102684,14,Bike,17.9,0
702685,102685,23,Ev,20.2,0
702686,102686,11,Bike,22.4,0
702687,102687,20,Bike,23,0
702688,102688,27,Bike,24,0
702689,102689,30,Bike,15.3,0
702690,102690,29,Ev,21.7,0
702691,102691,28,Bike,28,1
702692,102692,26,Bike,27.6,1
702693,102693,14,Cycle,19.5,0
702694,102694,5,Bike,21.4,0
702695,102695,26,Bike,13.4,0
702696,102696,13,Cycle,21.5,0
702697,102697,4,Bike,21.4,0
702698,102698,5,Ev,10.7,0
702699,102699,28,Ev,8,0
702700,102700,10,Ev,21.9,0
702701,102701,1,Ev,17,0
702702,102702,16,Bike,28.2,1
702703,102703,6,Bike,22.2,0
702704,102704,10,Ev,7.7,0
702705,102705,20,Bike,19.3,0
702706,102706,14,Ev,19.4,0
702707,102707,17,Ev,19.8,0
702708,102708,20,Bike,20.3,0
702709,102709,1,Ev,11.8,0
702710,102710,24,Bike,18.7,0
702711,102711,16,Cycle,27.6,1
702712,102712,20,Ev,27.1,1
702713,102713,3,Bike,12.4,0
702714,102714,24,Cycle,11.5,0
702715,102715,1,Bike,26.2,1
702716,102716,4,Bike,14.2,0
702717,102717,19,Ev,18.6,0
702718,102718,15,Bike,10.5,0
702719,102719,14,Bike,14,0
702720,102720,23,Bike,16,0
702721,102721,1,Bike,19.5,0
702722,102722,5,Ev,9.8,0
702723,102723,25,Bike,15.4,0
702724,102724,9,Ev,22.1,0
702725,102725,15,Bike,11.4,0
702726,102726,21,Bike,25.6,1
702727,102727,16,Bike,18.1,0
702728,102728,26,Bike,16,0
702729,102729,6,Bike,17.1,0
702730,102730,13,Ev,15.7,0
702731,102731,13,Bike,25.1,1
702732,102732,9,Cycle,30.1,1
702733,102733,20,Ev,14.4,0
702734,102734,2,Bike,25.5,1
702735,102735,17,Bike,9.6,0
702736,102736,28,Bike,16.4,0
702737,102737,10,Bike,27.5,1
702738,102738,4,Bike,18.3,0
702739,102739,25,Bike,24.5,0
702740,102740,23,Bike,13.6,0
702741,102741,1,Bike,18.5,0
702742,102742,29,Bike,8.2,0
702743,102743,3,Bike,11.8,0
702744,102744,21,Bike,17.9,0
702745,102745,7,Bike,11.1,0
702746,102746,25,Bike,28.9,1
702747,102747,7,Ev,23.9,0
702748,102748,21,Ev,25,0
702749,102749,15,Bike,27.8,1
702750,102750,24,Bike,22.2,0
702751,102751,20,Bike,17.1,0
702752,102752,22,Bike,13.4,0
702753,102753,19,Bike,32.5,1
702754,102754,3,Bike,16.9,0
702755,102755,1,Bike,16.8,0
702756,102756,13,Ev,22.6,0
702757,102757,14,Bike,15.6,0
702758,102758,9,Bike,12.4,0
702759,102759,5,Bike,34,1
702760,102760,14,Bike,23.7,0
702761,102761,12,Ev,24.1,0
702762,102762,14,Bike,24.6,0
702763,102763,13,Bike,13.1,0
702764,102764,10,Bike,26.4,1
702765,102765,6,Bike,8.2,0
702766,102766,7,Bike,21.3,0
702767,102767,23,Bike,12.5,0
702768,102768,14,Bike,22,0
702769,102769,9,Cycle,31.5,1
702770,102770,2,Bike,17.3,0
702771,102771,18,Bike,19.9,0
702772,102772,27,Bike,13.7,0
702773,102773,3,Bike,21.5,0
702774,102774,24,Bike,23.1,0
702775,102775,29,Ev,18.7,0
702776,102776,14,Bike,8.3,0
702777,102777,12,Cycle,19.9,0
702778,102778,15,Cycle,14.4,0
702779,102779,11,Bike,9.8,0
702780,102780,29,Bike,15.9,0
702781,102781,6,Bike,27.6,1
702782,102782,5,Bike,20.5,0
702783,102783,5,Bike,25.4,1
702784,102784,19,Bike,26.8,1
702785,102785,14,Bike,15,0
702786,102786,12,Ev,24.2,0
702787,102787,30,Ev,9.5,0
702788,102788,9,Ev,24.4,0
702789,102789,15,Ev,11.4,0
702790,102790,8,Bike,16.4,0
702791,102791,17,Ev,25.1,1
702792,102792,18,Bike,13.9,0
702793,102793,18,Bike,17.5,0
702794,102794,30,Bike,26.2,1
702795,102795,21,Bike,15.8,0
702796,102796,15,Ev,15.9,0
702797,102797,16,Bike,9.1,0
702798,102798,2,Bike,23.2,0
702799,102799,13,Bike,14.1,0
702800,102800,8,Bike,19.3,0
702801,102801,30,Ev,13.4,0
702802,102802,17,Bike,21,0
702803,102803,11,Bike,22.3,0
702804,102804,9,Bike,12.3,0
702805,102805,15,Bike,24.7,0
702806,102806,11,Bike,9.3,0
702807,102807,7,Bike,21.8,0
702808,102808,29,Bike,19.3,0
702809,102809,23,Ev,27.3,1
702810,102810,10,Ev,16.9,0
702811,102811,4,Bike,19.7,0
702812,102812,1,Bike,20.8,0
702813,102813,19,Cycle,19.2,0
702814,102814,27,Bike,7.6,0
702815,102815,24,Bike,9.3,0
702816,102816,8,Bike,8.1,0
702817,102817,23,Bike,12.3,0
702818,102818,26,Bike,20.8,0
702819,102819,26,Bike,17.8,0
702820,102820,26,Ev,13.5,0
702821,102821,12,Bike,27.1,1
702822,102822,8,Bike,19.2,0
702823,102823,16,Bike,8.5,0
702824,102824,11,Bike,18.7,0
702825,102825,16,Cycle,21.5,0
702826,102826,16,Bike,8.3,0
702827,102827,5,Cycle,26.8,1
702828,102828,4,Bike,25.3,1
702829,102829,21,Bike,25,0
702830,102830,21,Bike,12.5,0
702831,102831,14,Bike,27.7,1
702832,102832,11,Bike,13.9,0
702833,102833,29,Bike,26.2,1
702834,102834,9,Ev,27,1
702835,102835,28,Bike,8.8,0
702836,102836,27,Bike,12.9,0
702837,102837,17,Bike,9.8,0
702838,102838,30,Bike,17.4,0
702839,102839,7,Ev,11.4,0
702840,102840,24,Bike,14.9,0
702841,102841,21,Ev,27.3,1
702842,102842,8,Cycle,15.5,0
702843,102843,28,Bike,8.1,0
702844,102844,9,Bike,22.7,0
702845,102845,8,Bike,21.5,0
702846,102846,24,Bike,16.5,0
702847,102847,11,Ev,13.5,0
702848,102848,11,Ev,22.5,0
702849,102849,4,Ev,14,0
702850,102850,12,Bike,16,0
702851,102851,16,Ev,15.1,0
702852,102852,15,Bike,13,0
702853,102853,8,Cycle,28.7,1
702854,102854,1,Bike,9.5,0
702855,102855,25,Ev,12.8,0
702856,102856,23,Bike,7.5,0
702857,102857,4,Bike,11.5,0
702858,102858,3,Bike,13.9,0
702859,102859,23,Bike,13.4,0
702860,102860,9,Bike,32.3,1
702861,102861,25,Bike,12.5,0
702862,102862,8,Bike,18.5,0
702863,102863,15,Bike,19.4,0
702864,102864,19,Bike,17.2,0
702865,102865,29,Bike,18.7,0
702866,102866,30,Bike,13.5,0
702867,102867,8,Bike,17.4,0
702868,102868,18,Cycle,9.3,0
702869,102869,17,Bike,21.7,0
702870,102870,26,Bike,12.6,0
702871,102871,9,Bike,20.1,0
702872,102872,29,Bike,25.7,1
702873,102873,11,Bike,18.2,0
702874,102874,24,Bike,16.5,0
702875,102875,3,Bike,16.9,0
702876,102876,19,Bike,20.4,0
702877,102877,26,Bike,15.8,0
702878,102878,11,Bike,25.9,1
702879,102879,30,Bike,14.2,0
702880,102880,21,Ev,21.5,0
702881,102881,8,Bike,10.9,0
702882,102882,21,Bike,26.1,1
702883,102883,6,Ev,7.9,0
702884,102884,10,Bike,25.6,1
702885,102885,12,Bike,21.2,0
702886,102886,25,Bike,23.4,0
702887,102887,9,Ev,9.8,0
702888,102888,10,Ev,7.2,0
702889,102889,4,Ev,20,0
702890,102890,27,Cycle,29,1
702891,102891,6,Bike,16.7,0
702892,102892,1,Bike,28.1,1
702893,102893,3,Bike,12.6,0
702894,102894,14,Bike,20,0
702895,102895,29,Bike,29.2,1
702896,102896,10,Bike,14.9,0
702897,102897,30,Bike,22.1,0
702898,102898,8,Bike,12.8,0
702899,102899,24,Bike,17.9,0
702900,102900,11,Bike,25,0
702901,102901,9,Bike,31.1,1
702902,102902,21,Cycle,19.6,0
702903,102903,9,Bike,19.3,0
702904,102904,1,Bike,26.9,1
702905,102905,19,Bike,9,0
702906,102906,22,Ev,27.4,1
702907,102907,25,Bike,25.6,1
702908,102908,5,Bike,17.2,0
702909,102909,24,Bike,26.3,1
702910,102910,19,Bike,10.3,0
702911,102911,12,Bike,18.6,0
702912,102912,4,Bike,18.1,0
702913,102913,1,Ev,15.1,0
702914,102914,19,Bike,9.1,0
702915,102915,5,Bike,30.6,1
702916,102916,16,Bike,14.4,0
702917,102917,8,Cycle,20.9,0
702918,102918,18,Bike,19.7,0
702919,102919,25,Bike,22.4,0
702920,102920,24,Bike,27.4,1
702921,102921,13,Ev,27.7,1
702922,102922,22,Bike,30.7,1
702923,102923,2,Bike,9.8,0
702924,102924,29,Ev,15.9,0
702925,102925,29,Ev,17.4,0
702926,102926,7,Ev,8.1,0
702927,102927,29,Ev,10.7,0
702928,102928,16,Bike,23.1,0
702929,102929,9,Bike,32.5,1
702930,102930,7,Bike,12.4,0
702931,102931,24,Bike,22.1,0
702932,102932,9,Bike,18.2,0
702933,102933,14,Ev,7.9,0
702934,102934,28,Bike,14.8,0
702935,102935,12,Bike,23.2,0
702936,102936,27,Bike,21.3,0
702937,102937,27,Cycle,26.6,1
702938,102938,15,Ev,26.3,1
702939,102939,30,Bike,33.7,1
702940,102940,17,Bike,24.7,0
702941,102941,10,Cycle,18,0
702942,102942,20,Bike,25.6,1
702943,102943,7,Bike,14,0
702944,102944,13,Bike,9.4,0
702945,102945,24,Bike,22.3,0
702946,102946,29,Bike,17.5,0
702947,102947,3,Bike,26.1,1
702948,102948,14,Cycle,25.3,1
702949,102949,3,Bike,15.6,0
702950,102950,29,Bike,14,0
702951,102951,21,Bike,18.3,0
702952,102952,21,Cycle,29.2,1
702953,102953,19,Ev,15.9,0
702954,102954,26,Ev,13.7,0
702955,102955,1,Bike,14.6,0
702956,102956,7,Bike,19.2,0
702957,102957,12,Cycle,26.4,1
702958,102958,25,Ev,21.6,0
702959,102959,27,Cycle,16.1,0
702960,102960,12,Bike,9.5,0
702961,102961,4,Bike,35.4,1
702962,102962,6,Bike,16.1,0
702963,102963,6,Bike,11,0
702964,102964,18,Bike,18.1,0
702965,102965,29,Bike,17.7,0
702966,102966,4,Bike,9.1,0
702967,102967,18,Bike,12.8,0
702968,102968,21,Bike,16.8,0
702969,102969,23,Bike,19.5,0
702970,102970,16,Ev,23.2,0
702971,102971,10,Bike,12,0
702972,102972,22,Bike,9.3,0
702973,102973,14,Ev,15.2,0
702974,102974,30,Ev,19.9,0
702975,102975,3,Bike,16.4,0
702976,102976,16,Bike,15.9,0
702977,102977,25,Bike,21.3,0
702978,102978,19,Ev,22.9,0
702979,102979,24,Ev,25.1,1
702980,102980,14,Bike,27.4,1
702981,102981,23,Bike,26.1,1
702982,102982,8,Bike,14,0
702983,102983,1,Bike,13.2,0
702984,102984,23,Ev,12.3,0
702985,102985,21,Bike,29.2,1
702986,102986,20,Bike,16.2,0
702987,102987,1,Ev,12.3,0
702988,102988,26,Bike,10.7,0
702989,102989,15,Bike,9.8,0
702990,102990,3,Bike,13.4,0
702991,102991,26,Bike,15.8,0
702992,102992,9,Bike,21.2,0
702993,102993,18,Bike,27.2,1
702994,102994,4,Bike,23.3,0
702995,102995,28,Bike,11.8,0
702996,102996,3,Cycle,35.6,1
702997,102997,25,Ev,27.4,1
702998,102998,12,Bike,22.2,0
702999,102999,26,Bike,18.4,0
703000,103000,22,Cycle,22.5,0
703001,103001,19,Bike,22.9,0
703002,103002,11,Ev,8.9,0
703003,103003,11,Bike,17.1,0
703004,103004,17,Cycle,25.8,1
703005,103005,2,Bike,25.4,1
703006,103006,12,Bike,17.9,0
703007,103007,30,Ev,7.1,0
703008,103008,22,Bike,20.7,0
703009,103009,25,Bike,18.3,0
703010,103010,2,Cycle,22.9,0
703011,103011,18,Bike,26.3,1
703012,103012,16,Ev,12.3,0
703013,103013,1,Bike,15.1,0
703014,103014,6,Bike,16.1,0
703015,103015,4,Bike,12.3,0
703016,103016,21,Bike,13.5,0
703017,103017,5,Bike,20,0
703018,103018,1,Bike,15.2,0
703019,103019,13,Bike,11.2,0
703020,103020,2,Ev,14.2,0
703021,103021,19,Ev,18.9,0
703022,103022,7,Bike,29.7,1
703023,103023,10,Bike,17.9,0
703024,103024,28,Bike,15.7,0
703025,103025,5,Bike,22.8,0
703026,103026,8,Cycle,9.1,0
703027,103027,6,Bike,9.4,0
703028,103028,23,Cycle,18.1,0
703029,103029,5,Ev,13.9,0
703030,103030,21,Bike,9.8,0
703031,103031,8,Bike,19.1,0
703032,103032,27,Bike,18.8,0
703033,103033,26,Ev,30.6,1
703034,103034,27,Bike,20.1,0
703035,103035,11,Bike,20.8,0
703036,103036,11,Ev,9.9,0
703037,103037,29,Bike,29.3,1
703038,103038,3,Bike,23.9,0
703039,103039,22,Bike,11.5,0
703040,103040,12,Bike,9.4,0
703041,103041,20,Bike,18.8,0
703042,103042,22,Bike,14.4,0
703043,103043,30,Bike,15,0
703044,103044,28,Bike,17.3,0
703045,103045,29,Bike,28.8,1
703046,103046,17,Bike,25.8,1
703047,103047,4,Bike,23.3,0
703048,103048,17,Bike,18.1,0
703049,103049,13,Bike,23.1,0
703050,103050,9,Bike,26.1,1
703051,103051,26,Bike,28.8,1
703052,103052,15,Bike,24.4,0
703053,103053,25,Bike,12.7,0
703054,103054,13,Ev,12.2,0
703055,103055,9,Bike,15.7,0
703056,103056,2,Bike,21.7,0
703057,103057,20,Bike,19.1,0
703058,103058,25,Ev,18.2,0
703059,103059,27,Cycle,38.6,1
703060,103060,16,Bike,18.7,0
703061,103061,18,Bike,9.9,0
703062,103062,10,Bike,19.1,0
703063,103063,21,Bike,27.6,1
703064,103064,6,Cycle,21.9,0
703065,103065,13,Ev,16.6,0
703066,103066,1,Bike,16.2,0
703067,103067,18,Bike,13.1,0
703068,103068,1,Bike,19.8,0
703069,103069,26,Bike,7.5,0
703070,103070,20,Bike,25.5,1
703071,103071,26,Bike,33.8,1
703072,103072,16,Bike,17.2,0
703073,103073,17,Bike,21.6,0
703074,103074,29,Ev,10.7,0
703075,103075,29,Ev,23.8,0
703076,103076,23,Bike,29.9,1
703077,103077,13,Bike,14.2,0
703078,103078,20,Bike,28.1,1
703079,103079,8,Cycle,30.1,1
703080,103080,13,Bike,11.8,0
703081,103081,23,Bike,28.5,1
703082,103082,27,Bike,27.1,1
703083,103083,3,Bike,9.9,0
703084,103084,26,Bike,30.2,1
703085,103085,5,Ev,10,0
703086,103086,6,Bike,16.5,0
703087,103087,13,Ev,16,0
703088,103088,2,Bike,15,0
703089,103089,26,Bike,15.8,0
703090,103090,15,Ev,9.5,0
703091,103091,24,Bike,16,0
703092,103092,13,Ev,22.5,0
703093,103093,16,Bike,10.8,0
703094,103094,18,Bike,17.3,0
703095,103095,3,Bike,9.7,0
703096,103096,16,Bike,9.3,0
703097,103097,15,Bike,23.3,0
703098,103098,28,Bike,31.2,1
703099,103099,28,Bike,24.6,0
703100,103100,22,Bike,17.9,0
703101,103101,20,Ev,17.1,0
703102,103102,30,Bike,22.5,0
703103,103103,22,Bike,27.9,1
703104,103104,20,Bike,22.8,0
703105,103105,5,Cycle,23.2,0
703106,103106,25,Bike,18.1,0
703107,103107,7,Ev,16.3,0
703108,103108,6,Bike,16,0
703109,103109,20,Bike,15.9,0
703110,103110,14,Bike,23.8,0
703111,103111,7,Ev,24.1,0
703112,103112,14,Ev,12,0
703113,103113,14,Bike,23.1,0
703114,103114,23,Ev,23,0
703115,103115,2,Bike,22.7,0
703116,103116,17,Cycle,26.2,1
703117,103117,16,Cycle,18.9,0
703118,103118,8,Bike,19,0
703119,103119,30,Bike,13.2,0
703120,103120,9,Bike,22.9,0
703121,103121,16,Bike,10.4,0
703122,103122,6,Ev,18.1,0
703123,103123,13,Ev,14.4,0
703124,103124,1,Ev,22.4,0
703125,103125,23,Bike,14.4,0
703126,103126,15,Bike,20.2,0
703127,103127,30,Bike,13.6,0
703128,103128,12,Bike,21.2,0
703129,103129,12,Cycle,21.4,0
703130,103130,2,Cycle,15.3,0
703131,103131,27,Bike,20.1,0
703132,103132,21,Bike,11.7,0
703133,103133,20,Bike,24,0
703134,103134,10,Ev,16.3,0
703135,103135,10,Bike,16.5,0
703136,103136,6,Bike,26.8,1
703137,103137,20,Bike,16.2,0
703138,103138,29,Bike,17.7,0
703139,103139,27,Ev,14.1,0
703140,103140,30,Bike,18.7,0
703141,103141,4,Bike,12.1,0
703142,103142,10,Ev,14.3,0
703143,103143,28,Ev,18.4,0
703144,103144,27,Ev,7.1,0
703145,103145,28,Bike,8.2,0
703146,103146,17,Bike,7.9,0
703147,103147,7,Bike,26.9,1
703148,103148,23,Ev,18.2,0
703149,103149,14,Bike,12.8,0
703150,103150,3,Bike,19.7,0
703151,103151,5,Bike,27.4,1
703152,103152,17,Bike,26.3,1
703153,103153,25,Bike,17.8,0
703154,103154,16,Bike,30,1
703155,103155,4,Bike,17.4,0
703156,103156,12,Bike,22.2,0
703157,103157,3,Bike,24.3,0
703158,103158,17,Bike,21.3,0
703159,103159,27,Ev,18.4,0
703160,103160,25,Bike,28.1,1
703161,103161,7,Bike,9.1,0
703162,103162,30,Cycle,14.6,0
703163,103163,6,Ev,16.4,0
703164,103164,20,Bike,17.3,0
703165,103165,12,Ev,27,1
703166,103166,19,Bike,13.1,0
703167,103167,2,Bike,14.3,0
703168,103168,25,Bike,14.4,0
703169,103169,8,Bike,17.9,0
703170,103170,10,Bike,13.6,0
703171,103171,4,Bike,22.2,0
703172,103172,26,Ev,31.7,1
703173,103173,15,Ev,25.4,1
703174,103174,5,Cycle,19.6,0
703175,103175,9,Bike,12.1,0
703176,103176,10,Bike,11.1,0
703177,103177,14,Bike,24.6,0
703178,103178,17,Bike,27.4,1
703179,103179,1,Ev,18.9,0
703180,103180,20,Bike,31.8,1
703181,103181,18,Bike,19.1,0
703182,103182,22,Ev,14.1,0
703183,103183,,Bike,26.4,1
703184,103184,28,Bike,22.1,0
703185,103185,30,Bike,17.7,0
703186,103186,7,Bike,23.6,0
703187,103187,22,Bike,23.3,0
703188,103188,13,Cycle,17.4,0
703189,103189,28,Bike,20.3,0
703190,103190,19,Ev,10.2,0
703191,103191,17,Bike,11.1,0
703192,103192,9,Bike,25,0
703193,103193,4,Bike,13,0
703194,103194,30,Bike,21.4,0
703195,103195,11,Bike,30.2,1
703196,103196,26,Cycle,17.8,0
703197,103197,5,Bike,21.3,0
703198,103198,,Cycle,14.1,0
703199,103199,12,Ev,27.1,1
703200,103200,15,Ev,24.8,0
703201,103201,3,Bike,26.6,1
703202,103202,18,Cycle,18.4,0
703203,103203,30,Bike,8.2,0
703204,103204,24,Bike,24.3,0
703205,103205,21,Bike,19,0
703206,103206,30,Bike,15.2,0
703207,103207,14,Ev,19.7,0
703208,103208,2,Bike,17.3,0
703209,103209,13,Bike,18.2,0
703210,103210,17,Bike,24.7,0
703211,103211,25,Bike,29.9,1
703212,103212,22,Bike,9.3,0
703213,103213,7,Ev,15.3,0
703214,103214,22,Bike,13.6,0
703215,103215,20,Bike,16,0
703216,103216,7,Bike,15.2,0
703217,103217,26,Bike,13.8,0
703218,103218,4,Bike,21,0
703219,103219,8,Bike,8.2,0
703220,103220,25,Bike,8.3,0
703221,103221,29,Bike,15.9,0
703222,103222,7,Bike,7.5,0
703223,103223,4,Bike,12.8,0
703224,103224,30,Bike,20.2,0
703225,103225,12,Bike,10.7,0
703226,103226,29,Bike,19.2,0
703227,103227,13,Cycle,21.2,0
703228,103228,16,Bike,12.5,0
703229,103229,15,Bike,32.1,1
703230,103230,13,Bike,26,1
703231,103231,11,Cycle,25.4,1
703232,103232,8,Bike,15.4,0
703233,103233,28,Bike,19.3,0
703234,103234,24,Ev,17,0
703235,103235,5,Bike,24.7,0
703236,103236,14,Bike,9.7,0
703237,103237,29,Bike,24.3,0
703238,103238,18,Bike,24.2,0
703239,103239,8,Bike,30,1
703240,103240,10,Bike,17.2,0
703241,103241,17,Bike,21.5,0
703242,103242,17,Bike,11.5,0
703243,103243,6,Bike,19.4,0
703244,103244,6,Cycle,22.9,0
703245,103245,29,Ev,11.4,0
703246,103246,3,Bike,16.2,0
703247,103247,6,Cycle,19.5,0
703248,103248,2,Bike,19.2,0
703249,103249,18,Bike,13.2,0
703250,103250,24,Bike,10.5,0
703251,103251,27,Bike,10.2,0
703252,103252,22,Ev,23.2,0
703253,103253,19,Bike,15.5,0
703254,103254,27,Bike,9.4,0
703255,103255,1,Bike,8.9,0
703256,103256,8,Bike,20.8,0
703257,103257,26,Bike,8.3,0
703258,103258,28,Bike,18.1,0
703259,103259,27,Bike,20.2,0
703260,103260,30,Bike,13.5,0
703261,103261,8,Bike,10,0
703262,103262,14,Ev,14.3,0
703263,103263,8,Bike,20.5,0
703264,103264,29,Bike,13.3,0
