return_id,order_id,return_reason,refund_amount,return_status
900702,110110,Changed mind,258.87,Approved
900703,103757,Wrong item,312.56,Rejected
900704,119077,Missing item,598.41,Approved
900705,138327,Changed mind,226.38,Approved
900706,132002,Wrong item,498.81,Approved
900707,125461,Late delivery,255.21,Rejected
900708,133129,Wrong item,376.8,Rejected
900709,100579,Wrong item,430.04,Approved
900710,139133,Quality issue,76.08,Approved
900711,111425,Quality issue,517.54,Approved
900712,138955,Damaged item,278.71,Approved
900713,110083,Damaged item,143.51,Approved
900714,113050,Quality issue,82.15,Approved
900715,119414,Wrong item,342.42,Approved
900716,130158,Missing item,381.4,Approved
900717,109131,Missing item,373.65,Approved
900718,131868,Quality issue,527.66,Approved
900719,136796,Damaged item,122.14,Approved
900720,130513,Late delivery,266.73,Approved
900721,111507,Late delivery,397.44,Approved
900722,101646,Late delivery,234.71,Approved
900723,114992,Damaged item,282.16,Rejected
900724,117685,Late delivery,470,Approved
900725,103063,Changed mind,150.76,Approved
900726,114376,Late delivery,540.22,Approved
900727,101505,Changed mind,351.61,Approved
900728,108810,Changed mind,329.12,Approved
900729,114760,Late delivery,215.87,Rejected
900730,128514,Late delivery,316.22,Approved
900731,116464,Late delivery,44.97,Rejected
900732,134578,Damaged item,503.11,Rejected
900733,121719,Quality issue,380.79,Approved
900734,121405,Damaged item,489.37,Rejected
900735,122405,Damaged item,475.09,Approved
900736,103212,Late delivery,485.46,Approved
900737,103986,Changed mind,447.79,Approved
900738,119802,Damaged item,302.63,Approved
900739,116970,Late delivery,358.41,Approved
900740,131700,Late delivery,226.72,Approved
900741,130019,Quality issue,515.88,Approved
900742,118979,Damaged item,471.81,Approved
900743,105391,Late delivery,379.86,Approved
900744,109508,Missing item,233.44,Approved
900745,113979,Damaged item,72.69,Approved
900746,111267,Changed mind,152.45,Approved
900747,121313,Quality issue,96.42,Approved
900748,133694,Quality issue,123.58,Approved
900749,133310,Missing item,255.61,Approved
900750,122587,Damaged item,59.81,Approved
900751,113795,Late delivery,215.66,Approved
900752,103263,Late delivery,174.34,Approved
900753,113278,Damaged item,182.98,Approved
900754,101812,Wrong item,189.86,Approved
900755,110178,Changed mind,395.13,Approved
900756,113196,Missing item,531.58,Approved
900757,126792,Damaged item,450.84,Approved
900758,133338,Changed mind,481.61,Approved
900759,125427,Damaged item,400.47,Approved
900760,130748,Wrong item,117.71,Approved
900761,140563,Missing item,354.58,Approved
900762,110426,Wrong item,590.28,Approved
900763,103110,Late delivery,74.9,Approved
900764,119468,Missing item,106.14,Rejected
900765,139071,Quality issue,147.36,Approved
900766,133209,Missing item,292.77,Approved
900767,110782,Quality issue,390.76,Approved
900768,138746,Damaged item,261.67,Approved
900769,125033,Wrong item,281.22,Approved
900770,123127,Damaged item,291.39,Approved
900771,134083,Late delivery,397.52,Approved
900772,105598,Quality issue,329.58,Approved
900773,115201,Quality issue,505.03,Approved
900774,104257,Damaged item,254.3,Approved
900775,118681,Changed mind,83.38,Rejected
900776,119837,Quality issue,160.83,Approved
900777,139955,Damaged item,166.2,Approved
900778,141983,Quality issue,489.9,Approved
900779,141589,Damaged item,499.38,Approved
900780,107152,Late delivery,456.87,Rejected
900781,101088,Damaged item,350.18,Approved
900782,127826,Late delivery,253.44,Approved
900783,100939,Wrong item,58.45,Approved
900784,115421,Damaged item,317.92,Approved
900785,122751,Late delivery,183.68,Approved
900786,118997,Missing item,204.02,Approved
900787,103627,Damaged item,582.01,Approved
900788,134479,Missing item,365.71,Approved
900789,130644,Changed mind,361.23,Approved
900790,102291,Damaged item,298.21,Approved
900791,140010,Damaged item,407.8,Approved
900792,121780,Late delivery,506.07,Approved
900793,117946,Missing item,484.01,Approved
900794,106226,Damaged item,462.21,Approved
900795,139689,Late delivery,330.56,Approved
900796,127166,Late delivery,72.04,Rejected
900797,136345,Late delivery,376.94,Approved
900798,106590,Changed mind,553.18,Approved
900799,132847,Late delivery,594.62,Rejected
900800,121784,Missing item,102.65,Approved
900801,129853,Damaged item,346.5,Approved
900802,120120,Wrong item,363.23,Approved
900803,112351,Damaged item,162.23,Approved
900804,129014,Missing item,50.75,Approved
900805,132275,Damaged item,581.94,Approved
900806,118839,Late delivery,98.35,Approved
900807,136639,Quality issue,206.28,Approved
900808,113010,Quality issue,262.15,Rejected
900809,111312,Missing item,535.12,Approved
900810,138167,Wrong item,532.13,Approved
900811,122086,Quality issue,363.91,Approved
900812,125836,Missing item,178.19,Approved
900813,130929,Damaged item,116.44,Approved
900814,116923,Quality issue,40.28,Approved
900815,115006,Damaged item,518.28,Approved
900816,111580,Quality issue,131.24,Approved
900817,104778,Wrong item,129.8,Approved
900818,140174,Missing item,433.26,Approved
900819,103124,Missing item,462.64,Approved
900820,100395,Missing item,299.01,Rejected
900821,117196,Damaged item,54.64,Approved
900822,102954,Changed mind,253.31,Approved
900823,104591,Missing item,505.71,Approved
900824,109003,Missing item,107.65,Approved
900825,122749,Damaged item,68.25,Approved
900826,101860,Damaged item,155.28,Approved
900827,115472,Damaged item,592.15,Approved
900828,120773,Late delivery,293.7,Approved
900829,123539,Wrong item,459.04,Approved
900830,112331,Damaged item,212.11,Approved
900831,130230,Missing item,151.53,Approved
900832,116701,Damaged item,224.03,Approved
900833,105913,Late delivery,348.03,Approved
900834,118939,Damaged item,580.66,Approved
900835,109520,Damaged item,564.73,Approved
900836,136123,Quality issue,355.49,Approved
900837,103946,Late delivery,131.9,Approved
900838,138795,Damaged item,81.87,Approved
900839,104149,Late delivery,369.78,Approved
900840,118945,Changed mind,225,Approved
900841,116487,Late delivery,200.43,Approved
900842,126700,Changed mind,401.53,Approved
900843,138140,Changed mind,574.13,Approved
900844,112609,Missing item,72.87,Approved
900845,100672,Changed mind,417.36,Approved
900846,134391,Quality issue,204.18,Approved
900847,136971,Late delivery,518.66,Approved
900848,112173,Missing item,78.79,Approved
900849,107255,Damaged item,386.14,Approved
900850,130369,Late delivery,456.54,Approved
900851,137437,Damaged item,348.57,Approved
900852,136604,Late delivery,585.76,Approved
900853,129231,Damaged item,321.97,Approved
900854,126603,Damaged item,253.54,Approved
900855,105142,Damaged item,188.38,Approved
900856,100333,Wrong item,232.44,Approved
900857,131571,Late delivery,433.93,Rejected
900858,107021,Quality issue,467.18,Approved
900859,106065,Changed mind,243.37,Approved
900860,123335,Missing item,216.85,Approved
900861,136851,Quality issue,428.9,Approved
900862,107787,Late delivery,575.15,Approved
900863,128993,Missing item,536,Approved
900864,116191,Changed mind,183.59,Approved
900865,104037,Wrong item,585.6,Approved
900866,128554,Late delivery,564.86,Approved
900867,129647,Late delivery,503.81,Approved
900868,129321,Quality issue,283.48,Approved
900869,122342,Late delivery,59.78,Approved
900870,102086,Missing item,120.8,Approved
900871,122763,Damaged item,284.62,Approved
900872,121759,Wrong item,138.52,Approved
900873,118301,Changed mind,440.23,Approved
900874,128434,Quality issue,171.97,Approved
900875,115384,Wrong item,594.9,Approved
900876,122197,Quality issue,196.71,Approved
900877,105237,Changed mind,66.86,Approved
900878,141098,Quality issue,593.74,Approved
900879,110768,Late delivery,270.92,Approved
900880,100411,Quality issue,500.13,Approved
900881,108531,Wrong item,321.86,Approved
900882,126312,Late delivery,304.46,Approved
900883,137639,Quality issue,501.37,Approved
900884,134199,Damaged item,156.14,Approved
900885,109022,Damaged item,108.39,Approved
900886,129233,Missing item,259.57,Approved
900887,118193,Changed mind,419.44,Approved
900888,105561,Quality issue,578.74,Approved
900889,106692,Wrong item,502.37,Approved
900890,123727,Late delivery,513.04,Approved
900891,106409,Late delivery,377,Approved
900892,134301,Missing item,496.7,Approved
900893,121559,Quality issue,55.11,Approved
900894,138736,Late delivery,393.13,Approved
900895,103909,Damaged item,404.62,Rejected
900896,134609,Missing item,510.03,Rejected
900897,139769,Wrong item,469.06,Rejected
900898,126461,Damaged item,285.21,Approved
900899,135636,Late delivery,555.32,Approved
900900,132802,Missing item,584.4,Approved
900901,130275,Missing item,410.6,Approved
900902,106249,Late delivery,142.19,Approved
900903,109936,Quality issue,382.7,Approved
900904,116681,Quality issue,181.5,Approved
900905,135125,Damaged item,180.3,Approved
900906,137496,Changed mind,257.23,Approved
900907,126721,Changed mind,599.3,Approved
900908,111500,Late delivery,410.27,Approved
900909,141015,Changed mind,80.81,Approved
900910,139589,Late delivery,115.5,Approved
900911,106422,Damaged item,266.88,Approved
900912,137213,Late delivery,408.07,Approved
900913,131684,Wrong item,295.58,Approved
900914,118380,Damaged item,498.8,Rejected
900915,122867,Wrong item,405.06,Approved
900916,136052,Missing item,533.75,Approved
900917,106703,Late delivery,377.16,Rejected
900918,141863,Wrong item,166.22,Rejected
900919,116550,Damaged item,72.41,Rejected
900920,119826,Late delivery,53.86,Approved
900921,140132,Quality issue,458.69,Approved
900922,131093,Wrong item,302.44,Approved
900923,134717,Damaged item,339.13,Approved
900924,106641,Late delivery,483.11,Approved
900925,129002,Quality issue,512.93,Approved
900926,124944,Quality issue,134.62,Approved
900927,120979,Quality issue,554.93,Approved
900928,128096,Damaged item,75.39,Approved
900929,123678,Changed mind,431.47,Approved
900930,140592,Quality issue,500.14,Approved
900931,138184,Damaged item,154.71,Rejected
900932,109919,Damaged item,444.19,Approved
900933,119630,Quality issue,202.59,Approved
900934,112520,Missing item,322.29,Approved
900935,103534,Late delivery,386.74,Approved
900936,105150,Late delivery,101.16,Approved
900937,118645,Late delivery,141.65,Approved
900938,111836,Late delivery,167.03,Approved
900939,121053,Damaged item,377.44,Approved
900940,104449,Changed mind,66.05,Approved
900941,135338,Quality issue,506.14,Approved
900942,140061,Wrong item,110.99,Approved
900943,123972,Quality issue,66.79,Approved
900944,128610,Changed mind,85.5,Approved
900945,112109,Wrong item,128.29,Approved
900946,120392,Quality issue,526.12,Rejected
900947,107392,Quality issue,465.02,Approved
900948,119083,Missing item,389.56,Approved
900949,137288,Missing item,146.18,Rejected
900950,140657,Changed mind,311.13,Approved
900951,133123,Missing item,220.31,Approved
900952,101395,Late delivery,340.83,Approved
900953,129983,Changed mind,287.04,Approved
900954,125077,Late delivery,474.73,Approved
900955,138385,Quality issue,171.7,Approved
900956,117999,Changed mind,122.56,Rejected
900957,139355,Missing item,85.14,Approved
900958,114853,Quality issue,490.93,Approved
900959,127815,Late delivery,189.09,Approved
900960,119988,Changed mind,248.46,Rejected
900961,141745,Late delivery,104.69,Approved
900962,105221,Damaged item,254.02,Approved
900963,128461,Quality issue,349.9,Approved
900964,129103,Missing item,460.79,Approved
900965,100454,Missing item,346.59,Approved
900966,121680,Late delivery,427.03,Approved
900967,100692,Late delivery,364.74,Approved
900968,106202,Damaged item,181.63,Approved
900969,124466,Missing item,64.34,Approved
900970,112442,Missing item,447.87,Approved
900971,103871,Missing item,370.27,Approved
900972,141428,Late delivery,387.27,Approved
900973,101332,Missing item,334.68,Approved
900974,134896,Missing item,54.65,Approved
900975,119391,Changed mind,511.61,Approved
900976,140659,Quality issue,210.97,Approved
900977,126101,Damaged item,326.21,Approved
900978,123725,Late delivery,488.67,Approved
900979,141515,Missing item,153.49,Approved
900980,128100,Late delivery,146.02,Approved
900981,111759,Quality issue,205.92,Approved
900982,124132,Damaged item,581.25,Approved
900983,128145,Late delivery,254.05,Approved
900984,112821,Damaged item,310.88,Approved
900985,126853,Late delivery,62.45,Rejected
900986,121526,Quality issue,426.94,Approved
900987,105939,Damaged item,86.76,Approved
900988,104711,Damaged item,311,Rejected
900989,102658,Changed mind,530.89,Approved
900990,136228,Late delivery,242.86,Approved
900991,132362,Damaged item,316.27,Approved
900992,104888,Wrong item,348.02,Approved
900993,141376,Missing item,310.98,Approved
900994,108913,Damaged item,104.21,Approved
900995,105067,Missing item,255.08,Approved
900996,131518,Changed mind,472.38,Approved
900997,131477,Quality issue,349.05,Approved
900998,115668,Damaged item,295.27,Approved
900999,106179,Quality issue,119.1,Approved
901000,119855,Damaged item,201.47,Rejected
901001,140131,Damaged item,216.61,Approved
901002,128858,Missing item,512.63,Approved
901003,140314,Changed mind,44.07,Approved
901004,140499,Changed mind,115.89,Approved
901005,124541,Wrong item,339.68,Approved
901006,122785,Quality issue,349.14,Approved
901007,115350,Late delivery,509.77,Approved
901008,105835,Late delivery,279.42,Approved
901009,129392,Late delivery,358.63,Approved
901010,127495,Late delivery,512.06,Rejected
901011,112449,Late delivery,186.59,Approved
901012,109205,Late delivery,267.65,Approved
901013,129074,Damaged item,256.47,Approved
901014,130736,Missing item,216.75,Approved
901015,126594,Late delivery,71.68,Approved
901016,137862,Damaged item,197.31,Approved
901017,121918,Quality issue,121.1,Approved
901018,141111,Changed mind,502.1,Approved
901019,118242,Wrong item,503.32,Approved
901020,108052,Missing item,365.53,Approved
901021,137965,Wrong item,65.24,Approved
901022,117311,Missing item,387.56,Approved
901023,118494,Quality issue,77.32,Approved
901024,108292,Late delivery,312.57,Approved
901025,140568,Late delivery,472.15,Approved
901026,109742,Damaged item,475,Approved
901027,116376,Missing item,48.41,Rejected
901028,107188,Quality issue,529.81,Approved
901029,120251,Late delivery,539.42,Approved
901030,138381,Quality issue,444.73,Approved
901031,111265,Changed mind,239.52,Approved
901032,125435,Missing item,234.64,Approved
901033,135972,Damaged item,92.35,Approved
901034,131127,Late delivery,210.23,Approved
901035,136078,Changed mind,544.38,Approved
901036,121058,Changed mind,544.1,Approved
901037,126528,Quality issue,478.54,Approved
901038,108729,Missing item,419.17,Approved
901039,140422,Changed mind,75.21,Approved
901040,131010,Damaged item,259.52,Approved
901041,137801,Wrong item,318.92,Approved
901042,112654,Damaged item,384.98,Approved
901043,131313,Damaged item,482.19,Approved
901044,120918,Quality issue,517.04,Approved
901045,127321,Quality issue,176.82,Rejected
901046,107860,Damaged item,164.46,Approved
901047,119190,Quality issue,301.04,Approved
901048,103931,Quality issue,257.25,Approved
901049,114887,Damaged item,128.96,Approved
901050,136391,Quality issue,583.55,Approved
901051,133249,Damaged item,119.57,Rejected
901052,108931,Damaged item,279.36,Approved
901053,118476,Wrong item,453.3,Approved
901054,135697,Quality issue,453.09,Rejected
901055,102290,Late delivery,490.26,Approved
901056,112154,Damaged item,180.69,Approved
901057,123630,Damaged item,572.15,Approved
901058,129364,Quality issue,333.32,Approved
901059,134759,Damaged item,333.03,Approved
901060,119472,Wrong item,392.98,Approved
901061,105791,Changed mind,71.02,Rejected
901062,120906,Damaged item,118.02,Approved
901063,106298,Late delivery,152.23,Approved
901064,101921,Quality issue,114.8,Approved
901065,102394,Quality issue,267.41,Approved
901066,103645,Wrong item,379.12,Approved
901067,109592,Wrong item,173.77,Approved
901068,120590,Quality issue,406.06,Approved
901069,115135,Quality issue,515.88,Approved
901070,105517,Wrong item,271.35,Approved
901071,109284,Quality issue,375.22,Approved
901072,118211,Changed mind,82.11,Approved
901073,109453,Quality issue,178.52,Approved
901074,115525,Wrong item,565.67,Approved
901075,119365,Late delivery,558.62,Approved
901076,114218,Missing item,500.4,Approved
901077,136562,Changed mind,584.13,Approved
901078,109123,Late delivery,520.03,Approved
901079,135328,Late delivery,132.93,Approved
901080,116196,Late delivery,325.12,Approved
901081,110966,Changed mind,107.67,Approved
901082,114843,Changed mind,476.91,Approved
901083,114972,Quality issue,591.36,Approved
901084,121055,Missing item,262.18,Approved
901085,131703,Quality issue,234.29,Approved
901086,137909,Late delivery,71.02,Approved
901087,112036,Missing item,213.53,Approved
901088,108360,Late delivery,260.28,Approved
901089,105183,Quality issue,481.66,Approved
901090,113444,Late delivery,578.22,Approved
901091,113471,Damaged item,483.28,Approved
901092,113866,Late delivery,455.14,Approved
901093,135529,Late delivery,296.9,Approved
901094,115535,Quality issue,216.71,Approved
901095,102606,Missing item,441.43,Rejected
901096,140819,Damaged item,52.99,Approved
901097,138493,Quality issue,136.57,Approved
901098,117115,Changed mind,156.66,Approved
901099,105564,Missing item,269.87,Approved
901100,129898,Quality issue,480.64,Approved
901101,125308,Late delivery,91.39,Approved
901102,141573,Quality issue,106.77,Approved
901103,138314,Late delivery,442.42,Approved
901104,103962,Damaged item,409.6,Approved
901105,113541,Damaged item,499.2,Approved
901106,105618,Wrong item,184.71,Rejected
901107,125328,Missing item,274.22,Approved
901108,105989,Changed mind,456.04,Approved
901109,101110,Missing item,314.09,Approved
901110,122885,Wrong item,243.86,Approved
901111,113721,Quality issue,243.02,Approved
901112,126588,Missing item,412.07,Approved
901113,118688,Wrong item,379.71,Approved
901114,109583,Late delivery,291.75,Approved
901115,124061,Quality issue,485.89,Approved
901116,129326,Missing item,249.43,Approved
901117,107891,Damaged item,508.82,Approved
901118,114339,Wrong item,579.29,Approved
901119,113060,Late delivery,41.85,Approved
901120,126267,Late delivery,298.55,Rejected
901121,139362,Damaged item,313.74,Approved
901122,116273,Wrong item,580.64,Approved
901123,101098,Damaged item,432.53,Approved
901124,133172,Missing item,329.99,Approved
901125,139730,Quality issue,191.14,Approved
901126,109524,Quality issue,311.02,Approved
901127,124721,Missing item,138.31,Approved
901128,119427,Late delivery,213.33,Approved
901129,117488,Missing item,353.51,Approved
901130,116357,Changed mind,177.08,Approved
901131,136983,Quality issue,312.06,Approved
901132,116786,Changed mind,177.52,Approved
901133,137900,Missing item,468.43,Rejected
901134,127701,Quality issue,387.06,Approved
901135,130453,Missing item,255.95,Approved
901136,102875,Quality issue,350.54,Approved
901137,103207,Quality issue,494.22,Rejected
901138,138378,Damaged item,357.24,Rejected
901139,125687,Missing item,318.52,Approved
901140,133337,Changed mind,567.29,Approved
901141,122444,Quality issue,142.98,Approved
901142,110049,Quality issue,134.51,Approved
901143,101519,Changed mind,88.52,Approved
901144,121608,Quality issue,287.8,Approved
901145,102173,Wrong item,382.08,Approved
901146,103064,Late delivery,202.8,Approved
901147,103953,Quality issue,143.88,Approved
901148,115257,Late delivery,353.71,Approved
901149,134631,Damaged item,352.7,Rejected
901150,135196,Changed mind,481.8,Approved
901151,132209,Missing item,460.37,Approved
901152,112523,Quality issue,364.73,Approved
901153,134313,Damaged item,149.78,Approved
901154,123383,Late delivery,340.84,Approved
901155,131658,Changed mind,229.42,Approved
901156,131835,Late delivery,406.45,Approved
901157,109168,Damaged item,332.64,Approved
901158,132423,Late delivery,76.24,Approved
901159,104943,Late delivery,272.75,Approved
901160,112253,Wrong item,406.65,Approved
901161,141005,Damaged item,331.3,Approved
901162,106800,Changed mind,474.63,Approved
901163,121541,Wrong item,377.16,Approved
901164,105579,Changed mind,268.6,Approved
901165,100970,Late delivery,465.67,Approved
901166,127705,Quality issue,538.71,Approved
901167,106207,Wrong item,103.22,Approved
901168,128779,Missing item,288.92,Approved
901169,119203,Late delivery,270.76,Approved
901170,141235,Damaged item,500.63,Rejected
901171,101008,Changed mind,478.04,Approved
901172,118031,Damaged item,539.57,Approved
901173,122483,Missing item,166.72,Approved
901174,111749,Late delivery,589.92,Approved
901175,130655,Damaged item,433.28,Rejected
901176,123474,Quality issue,531.59,Approved
901177,139113,Quality issue,367,Rejected
901178,118836,Missing item,400.66,Approved
901179,136854,Quality issue,125.77,Approved
901180,122079,Late delivery,301.82,Rejected
901181,132165,Wrong item,274.29,Approved
901182,134273,Damaged item,265,Approved
901183,108051,Missing item,515.25,Approved
901184,125672,Damaged item,363.73,Approved
901185,122049,Quality issue,342.56,Approved
901186,140302,Changed mind,437.38,Approved
901187,139327,Missing item,516.07,Approved
901188,128537,Damaged item,137.61,Approved
901189,137951,Quality issue,196.44,Approved
901190,104092,Quality issue,294.62,Approved
901191,129976,Quality issue,460.86,Rejected
901192,138307,Wrong item,585.96,Rejected
901193,124271,Late delivery,236.19,Rejected
901194,135713,Late delivery,350.22,Rejected
901195,138758,Wrong item,250.64,Approved
901196,122379,Late delivery,182.45,Approved
901197,134100,Wrong item,207.88,Approved
901198,123393,Damaged item,78.52,Approved
901199,104210,Late delivery,130.07,Approved
901200,116973,Late delivery,554.64,Approved
901201,113612,Late delivery,541.7,Rejected
901202,127070,Late delivery,590.63,Rejected
901203,114862,Late delivery,184.2,Approved
901204,126081,Damaged item,223.04,Approved
901205,105518,Late delivery,448.08,Approved
901206,109934,Quality issue,433.06,Approved
901207,111066,Late delivery,420.79,Rejected
901208,115211,Late delivery,79.42,Rejected
901209,135584,Damaged item,481.54,Approved
901210,121374,Late delivery,70.18,Approved
901211,135893,Changed mind,265.99,Approved
901212,126567,Damaged item,266.53,Approved
901213,116001,Late delivery,214.37,Approved
901214,110268,Wrong item,435.04,Approved
901215,138091,Damaged item,86.96,Approved
901216,111644,Damaged item,458.49,Approved
901217,133502,Quality issue,163.01,Approved
901218,140552,Damaged item,340.23,Approved
901219,117499,Quality issue,183.69,Approved
901220,101027,Late delivery,139.61,Approved
901221,124480,Quality issue,150.17,Approved
901222,138496,Quality issue,293.16,Approved
901223,128524,Quality issue,119.72,Approved
901224,129920,Quality issue,367.03,Approved
901225,132958,Late delivery,477.38,Approved
901226,140529,Quality issue,460.41,Rejected
901227,125561,Changed mind,190.88,Approved
901228,117221,Wrong item,567.82,Approved
901229,109441,Quality issue,210.07,Approved
901230,136754,Late delivery,156.64,Approved
901231,114499,Damaged item,335.15,Approved
901232,102075,Changed mind,500.08,Approved
901233,113986,Late delivery,475.7,Approved
901234,114747,Quality issue,272,Rejected
901235,131185,Late delivery,47.68,Approved
901236,110960,Damaged item,366.78,Approved
901237,107237,Wrong item,309.58,Approved
901238,141486,Missing item,426.99,Approved
901239,115025,Changed mind,497.91,Rejected
901240,109788,Late delivery,438.06,Approved
901241,100899,Late delivery,405.17,Approved
901242,115688,Late delivery,268.55,Approved
901243,119893,Quality issue,253.87,Approved
901244,131406,Late delivery,204.31,Rejected
901245,105982,Late delivery,527.22,Rejected
901246,123789,Damaged item,376.85,Approved
901247,129753,Late delivery,182.34,Approved
901248,116632,Late delivery,254.27,Approved
901249,100562,Quality issue,528.74,Rejected
901250,135764,Late delivery,430.21,Approved
901251,106253,Quality issue,245.82,Approved
901252,110171,Quality issue,114.9,Approved
901253,135380,Damaged item,86.16,Approved
901254,108663,Wrong item,187.72,Approved
901255,107903,Late delivery,255.97,Approved
901256,128428,Late delivery,182.03,Approved
901257,119551,Missing item,591.99,Approved
901258,116341,Quality issue,215.61,Approved
901259,109173,Damaged item,41.86,Approved
901260,138730,Damaged item,428.64,Approved
901261,125048,Quality issue,145.53,Approved
901262,139490,Quality issue,435.05,Approved
901263,113114,Late delivery,561.78,Approved
901264,103840,Late delivery,511.18,Approved
901265,141584,Quality issue,258.39,Approved
901266,120739,Wrong item,366.03,Approved
901267,139922,Quality issue,133.88,Approved
901268,118018,Late delivery,517.45,Approved
901269,130996,Late delivery,497.06,Rejected
901270,139376,Quality issue,314.88,Approved
901271,102928,Quality issue,431.87,Approved
901272,123334,Damaged item,79.58,Approved
901273,113461,Late delivery,310.91,Approved
901274,105851,Late delivery,298.54,Approved
901275,125544,Wrong item,501.37,Approved
901276,106342,Damaged item,321.33,Approved
901277,127572,Missing item,435.94,Approved
901278,110386,Quality issue,74.73,Approved
901279,108956,Quality issue,121.06,Approved
901280,120145,Quality issue,533.87,Rejected
901281,134947,Quality issue,196.85,Approved
901282,136103,Late delivery,91.07,Approved
901283,127069,Late delivery,302.12,Approved
901284,123367,Late delivery,425.53,Approved
901285,108527,Late delivery,492.98,Approved
901286,101255,Changed mind,62.38,Approved
901287,124162,Quality issue,323.13,Approved
901288,132898,Quality issue,213.45,Approved
901289,112118,Quality issue,93.31,Approved
901290,131673,Missing item,544.95,Approved
901291,122349,Missing item,259.22,Approved
901292,120109,Damaged item,518.37,Approved
901293,103618,Damaged item,475.93,Approved
901294,104194,Damaged item,517.05,Approved
901295,108910,Quality issue,201.74,Approved
901296,128585,Missing item,42.75,Approved
901297,121800,Missing item,489.38,Approved
901298,122023,Late delivery,90.47,Rejected
901299,109820,Late delivery,56.15,Approved
901300,113564,Late delivery,163.2,Approved
901301,118141,Late delivery,183.57,Approved
901302,100998,Late delivery,571.29,Approved
901303,141316,Quality issue,314.89,Approved
901304,130306,Late delivery,333,Approved
901305,140126,Late delivery,347.34,Rejected
901306,120194,Quality issue,466.22,Approved
901307,115900,Late delivery,121.1,Approved
901308,117402,Damaged item,294.67,Approved
901309,141655,Changed mind,470.29,Rejected
901310,139484,Wrong item,181.83,Approved
901311,103960,Damaged item,439.19,Approved
901312,115832,Quality issue,118.29,Approved
901313,138271,Quality issue,158.05,Approved
901314,119695,Late delivery,134.12,Approved
901315,113304,Quality issue,267.42,Approved
901316,106114,Late delivery,303.54,Approved
901317,130606,Late delivery,564.92,Approved
901318,125008,Wrong item,392.27,Approved
901319,101721,Late delivery,517.79,Approved
901320,129426,Changed mind,241.14,Rejected
901321,139213,Changed mind,222.49,Approved
901322,124918,Late delivery,469.49,Approved
901323,140709,Late delivery,556.18,Approved
901324,130876,Late delivery,567.83,Approved
901325,102047,Damaged item,508.7,Approved
901326,119015,Late delivery,566.28,Approved
901327,122777,Late delivery,232.68,Approved
901328,121116,Wrong item,470.55,Approved
901329,102673,Quality issue,370.2,Approved
901330,105686,Missing item,363.58,Approved
901331,125238,Quality issue,501.06,Approved
901332,108756,Late delivery,116.54,Approved
901333,104195,Quality issue,183.66,Approved
901334,126041,Late delivery,159.04,Approved
901335,101699,Late delivery,270.25,Approved
901336,128600,Damaged item,135.05,Approved
901337,121396,Missing item,321.15,Approved
901338,122279,Late delivery,230.77,Approved
901339,103008,Quality issue,301.49,Approved
901340,129112,Missing item,368.65,Approved
901341,129125,Wrong item,306.13,Approved
901342,122392,Wrong item,404.74,Approved
901343,130873,Wrong item,220.73,Approved
901344,116033,Damaged item,156.54,Approved
901345,106895,Late delivery,554.61,Approved
901346,100591,Changed mind,43.87,Approved
901347,108043,Quality issue,416.66,Approved
901348,110129,Late delivery,373.3,Approved
901349,105562,Wrong item,140.68,Rejected
901350,101693,Missing item,380.02,Approved
901351,116391,Changed mind,396.72,Approved
901352,139506,Quality issue,181.79,Approved
901353,110961,Missing item,501.9,Approved
901354,126024,Quality issue,560.32,Approved
901355,100951,Missing item,151.97,Approved
901356,123417,Late delivery,384.67,Approved
901357,104265,Missing item,393.51,Approved
901358,112051,Wrong item,145.95,Approved
901359,103157,Quality issue,329.4,Approved
901360,103366,Late delivery,435.79,Approved
901361,122634,Late delivery,502.39,Approved
901362,135208,Quality issue,331.09,Rejected
901363,125010,Wrong item,579.35,Rejected
901364,115653,Late delivery,405.23,Approved
901365,111113,Wrong item,259.93,Approved
901366,100810,Late delivery,46.35,Approved
901367,119300,Wrong item,486.8,Approved
901368,101150,Damaged item,543.79,Rejected
901369,124785,Late delivery,169.13,Approved
901370,102189,Quality issue,586.5,Approved
901371,123567,Missing item,386.82,Approved
901372,127118,Damaged item,339.67,Approved
901373,122135,Quality issue,342.76,Approved
901374,117613,Missing item,143.62,Approved
901375,130510,Quality issue,578.17,Approved
901376,115780,Changed mind,488.06,Approved
901377,120540,Quality issue,143.79,Approved
901378,139590,Late delivery,583.14,Approved
901379,107792,Missing item,575.13,Approved
901380,112997,Wrong item,489.88,Approved
901381,139301,Late delivery,94.14,Approved
901382,130522,Missing item,107.73,Approved
901383,120581,Late delivery,54.11,Approved
901384,124256,Late delivery,440.11,Approved
901385,128669,Missing item,215.56,Approved
901386,113978,Quality issue,536.21,Approved
901387,112397,Late delivery,380.43,Approved
901388,100714,Missing item,293.9,Approved
901389,127116,Late delivery,423.88,Approved
901390,109061,Late delivery,384.49,Approved
901391,109823,Missing item,431.84,Approved
901392,112633,Damaged item,273.99,Approved
901393,118322,Changed mind,359.65,Approved
901394,114043,Missing item,116.94,Approved
901395,107667,Quality issue,456.13,Approved
901396,102002,Quality issue,473.8,Approved
901397,135613,Damaged item,305.97,Approved
901398,131002,Changed mind,486.74,Approved
901399,121059,Quality issue,454.27,Approved
901400,134653,Wrong item,237.35,Approved
901401,132336,Missing item,120.66,Approved
901402,138855,Changed mind,494.64,Approved
